epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1552339630481,2019-03-11T17.27.10.481,2.960,0.856,0.406,0.480
1552339630561,2019-03-11T17.27.10.561,3.040,0.844,0.323,0.492
1552339630641,2019-03-11T17.27.10.641,3.120,0.801,0.301,0.476
1552339630721,2019-03-11T17.27.10.721,3.200,0.809,0.326,0.486
1552339630801,2019-03-11T17.27.10.801,3.280,0.869,0.333,0.499
1552339630881,2019-03-11T17.27.10.881,3.360,0.871,0.269,0.470
1552339630961,2019-03-11T17.27.10.961,3.440,0.884,0.129,0.339
1552339631041,2019-03-11T17.27.11.041,3.520,0.976,0.078,0.159
1552339631121,2019-03-11T17.27.11.121,3.600,1.111,0.169,0.184
1552339631201,2019-03-11T17.27.11.201,3.680,0.962,0.115,0.209
1552339631281,2019-03-11T17.27.11.281,3.760,0.908,0.067,0.230
1552339631361,2019-03-11T17.27.11.361,3.840,1.010,0.165,0.351
1552339631441,2019-03-11T17.27.11.441,3.920,0.848,0.305,0.302
1552339631521,2019-03-11T17.27.11.521,4.000,0.952,0.363,0.352
1552339631601,2019-03-11T17.27.11.601,4.080,0.936,0.300,0.376
1552339631681,2019-03-11T17.27.11.681,4.160,0.901,0.312,0.393
1552339631761,2019-03-11T17.27.11.761,4.240,0.855,0.266,0.405
1552339631841,2019-03-11T17.27.11.841,4.320,0.849,0.267,0.367
1552339631921,2019-03-11T17.27.11.921,4.400,0.896,0.248,0.384
1552339632001,2019-03-11T17.27.12.001,4.480,0.908,0.243,0.392
1552339632081,2019-03-11T17.27.12.081,4.560,0.908,0.254,0.403
1552339632161,2019-03-11T17.27.12.161,4.640,0.952,0.201,0.326
1552339632241,2019-03-11T17.27.12.241,4.720,1.164,0.105,0.144
1552339632321,2019-03-11T17.27.12.321,4.800,1.111,0.077,-0.021
1552339632401,2019-03-11T17.27.12.401,4.880,1.016,0.153,-0.104
1552339632481,2019-03-11T17.27.12.481,4.960,0.960,0.135,-0.082
1552339632561,2019-03-11T17.27.12.561,5.040,0.895,0.100,-0.095
1552339632641,2019-03-11T17.27.12.641,5.120,1.021,0.208,0.122
1552339632721,2019-03-11T17.27.12.721,5.200,1.012,0.337,0.267
1552339632801,2019-03-11T17.27.12.801,5.280,0.926,0.323,0.299
1552339632881,2019-03-11T17.27.12.881,5.360,0.888,0.313,0.349
1552339632961,2019-03-11T17.27.12.961,5.440,0.900,0.354,0.399
1552339633041,2019-03-11T17.27.13.041,5.520,0.874,0.319,0.414
1552339633121,2019-03-11T17.27.13.121,5.600,0.845,0.335,0.441
1552339633201,2019-03-11T17.27.13.201,5.680,0.830,0.325,0.454
1552339633281,2019-03-11T17.27.13.281,5.760,0.823,0.348,0.456
1552339633361,2019-03-11T17.27.13.361,5.840,0.800,0.357,0.473
1552339633441,2019-03-11T17.27.13.441,5.920,0.805,0.383,0.457
1552339633521,2019-03-11T17.27.13.521,6.000,0.793,0.346,0.498
1552339633601,2019-03-11T17.27.13.601,6.080,0.810,0.173,0.382
1552339633681,2019-03-11T17.27.13.681,6.160,1.046,0.200,-0.072
1552339633761,2019-03-11T17.27.13.761,6.240,1.162,0.152,-0.276
1552339633841,2019-03-11T17.27.13.841,6.320,1.017,0.095,-0.169
1552339633921,2019-03-11T17.27.13.921,6.400,0.868,0.127,-0.181
1552339634001,2019-03-11T17.27.14.001,6.480,0.816,0.123,-0.053
1552339634081,2019-03-11T17.27.14.081,6.560,0.865,0.201,0.087
1552339634161,2019-03-11T17.27.14.161,6.640,0.829,0.341,0.092
1552339634241,2019-03-11T17.27.14.241,6.720,0.785,0.334,-0.008
1552339634321,2019-03-11T17.27.14.321,6.800,0.983,0.452,-0.035
1552339634401,2019-03-11T17.27.14.401,6.880,1.253,0.595,-0.110
1552339634481,2019-03-11T17.27.14.481,6.960,1.757,0.765,-0.138
1552339634561,2019-03-11T17.27.14.561,7.040,1.705,0.573,0.319
1552339634641,2019-03-11T17.27.14.641,7.120,0.840,0.086,0.408
1552339634721,2019-03-11T17.27.14.721,7.200,0.096,0.084,0.045
1552339634801,2019-03-11T17.27.14.801,7.280,-0.110,0.213,-0.072
1552339634881,2019-03-11T17.27.14.881,7.360,-0.292,0.143,-0.179
1552339634961,2019-03-11T17.27.14.961,7.440,0.458,-0.254,0.138
1552339635041,2019-03-11T17.27.15.041,7.520,0.321,0.400,0.346
1552339635121,2019-03-11T17.27.15.121,7.600,1.468,-1.050,0.608
1552339635201,2019-03-11T17.27.15.201,7.680,2.636,-3.151,-0.081
1552339635281,2019-03-11T17.27.15.281,7.760,0.367,-1.060,0.217
1552339635361,2019-03-11T17.27.15.361,7.840,0.296,-0.520,0.527
1552339635441,2019-03-11T17.27.15.441,7.920,0.641,-0.426,0.702
1552339635521,2019-03-11T17.27.15.521,8.000,0.750,-0.269,0.787
1552339635601,2019-03-11T17.27.15.601,8.080,0.695,-0.369,0.777
1552339635681,2019-03-11T17.27.15.681,8.160,0.596,-0.391,0.747
1552339635761,2019-03-11T17.27.15.761,8.240,0.547,-0.345,0.743
1552339635841,2019-03-11T17.27.15.841,8.320,0.526,-0.362,0.688
1552339635921,2019-03-11T17.27.15.921,8.400,0.595,-0.330,0.700
1552339636001,2019-03-11T17.27.16.001,8.480,0.619,-0.358,0.832
1552339636081,2019-03-11T17.27.16.081,8.560,0.545,-0.145,0.721
1552339636161,2019-03-11T17.27.16.161,8.640,0.672,-0.196,0.764
1552339636241,2019-03-11T17.27.16.241,8.720,0.666,-0.221,0.882
1552339636321,2019-03-11T17.27.16.321,8.800,0.400,-0.231,0.912
1552339636401,2019-03-11T17.27.16.401,8.880,0.418,-0.205,0.797
1552339636481,2019-03-11T17.27.16.481,8.960,0.521,-0.192,0.843
1552339636561,2019-03-11T17.27.16.561,9.040,0.549,-0.183,0.895
1552339636641,2019-03-11T17.27.16.641,9.120,0.553,-0.233,0.806
1552339636721,2019-03-11T17.27.16.721,9.200,0.600,-0.289,0.761
1552339636801,2019-03-11T17.27.16.801,9.280,0.650,-0.238,0.989
1552339636881,2019-03-11T17.27.16.881,9.360,0.509,-0.129,0.949
1552339636961,2019-03-11T17.27.16.961,9.440,0.562,0.068,0.842
1552339637041,2019-03-11T17.27.17.041,9.520,0.534,0.225,0.771
1552339637121,2019-03-11T17.27.17.121,9.600,0.528,0.250,0.756
1552339637201,2019-03-11T17.27.17.201,9.680,0.586,0.291,0.663
1552339637281,2019-03-11T17.27.17.281,9.760,0.703,0.198,0.607
1552339637361,2019-03-11T17.27.17.361,9.840,0.760,0.147,0.518
1552339637441,2019-03-11T17.27.17.441,9.920,0.868,0.096,0.364
1552339637521,2019-03-11T17.27.17.521,10.000,0.923,0.123,0.230
1552339637601,2019-03-11T17.27.17.601,10.080,0.959,0.102,0.008
1552339637681,2019-03-11T17.27.17.681,10.160,0.963,-0.026,-0.240
1552339637761,2019-03-11T17.27.17.761,10.240,1.005,0.023,-0.449
1552339637841,2019-03-11T17.27.17.841,10.320,0.926,0.009,-0.446
1552339637921,2019-03-11T17.27.17.921,10.400,0.862,-0.037,-0.517
1552339638001,2019-03-11T17.27.18.001,10.480,0.870,-0.052,-0.535
1552339638081,2019-03-11T17.27.18.081,10.560,0.697,0.146,-0.608
1552339638161,2019-03-11T17.27.18.161,10.640,0.804,0.006,-0.790
1552339638241,2019-03-11T17.27.18.241,10.720,1.028,-0.067,-0.747
1552339638321,2019-03-11T17.27.18.321,10.800,0.613,0.277,-0.749
1552339638401,2019-03-11T17.27.18.401,10.880,0.681,-0.038,-0.677
1552339638481,2019-03-11T17.27.18.481,10.960,0.777,-0.000,-0.612
1552339638561,2019-03-11T17.27.18.561,11.040,1.061,0.006,-0.630
1552339638641,2019-03-11T17.27.18.641,11.120,1.416,0.416,-0.759
1552339638721,2019-03-11T17.27.18.721,11.200,1.460,0.729,-0.622
1552339638801,2019-03-11T17.27.18.801,11.280,0.736,0.472,-0.135
1552339638881,2019-03-11T17.27.18.881,11.360,0.724,-0.049,-0.210
1552339638961,2019-03-11T17.27.18.961,11.440,1.076,0.147,-0.556
1552339639041,2019-03-11T17.27.19.041,11.520,0.805,0.327,-0.499
1552339639121,2019-03-11T17.27.19.121,11.600,0.732,0.101,-0.414
1552339639201,2019-03-11T17.27.19.201,11.680,0.848,0.042,-0.108
1552339639281,2019-03-11T17.27.19.281,11.760,0.734,0.121,-0.080
1552339639361,2019-03-11T17.27.19.361,11.840,0.777,0.126,-0.111
1552339639441,2019-03-11T17.27.19.441,11.920,0.835,0.273,-0.015
1552339639521,2019-03-11T17.27.19.521,12.000,1.163,0.306,-0.073
1552339639601,2019-03-11T17.27.19.601,12.080,1.213,0.507,-0.165
1552339639681,2019-03-11T17.27.19.681,12.160,1.255,0.749,-0.345
1552339639761,2019-03-11T17.27.19.761,12.240,1.238,0.567,-0.117
1552339639841,2019-03-11T17.27.19.841,12.320,0.834,0.394,-0.360
1552339639921,2019-03-11T17.27.19.921,12.400,0.714,0.586,-0.391
1552339640001,2019-03-11T17.27.20.001,12.480,0.799,0.467,-0.176
1552339640081,2019-03-11T17.27.20.081,12.560,0.718,0.320,-0.190
1552339640161,2019-03-11T17.27.20.161,12.640,0.694,0.267,-0.180
1552339640241,2019-03-11T17.27.20.241,12.720,0.792,0.237,0.075
1552339640321,2019-03-11T17.27.20.321,12.800,0.897,0.233,0.156
1552339640401,2019-03-11T17.27.20.401,12.880,0.768,0.322,0.270
1552339640481,2019-03-11T17.27.20.481,12.960,0.682,0.337,0.299
1552339640561,2019-03-11T17.27.20.561,13.040,0.972,0.296,0.405
1552339640641,2019-03-11T17.27.20.641,13.120,1.006,0.255,0.410
1552339640721,2019-03-11T17.27.20.721,13.200,0.852,0.265,0.386
1552339640801,2019-03-11T17.27.20.801,13.280,0.856,0.250,0.358
1552339640881,2019-03-11T17.27.20.881,13.360,0.896,0.257,0.438
1552339640961,2019-03-11T17.27.20.961,13.440,0.874,0.202,0.418
1552339641041,2019-03-11T17.27.21.041,13.520,0.905,0.207,0.407
1552339641121,2019-03-11T17.27.21.121,13.600,0.885,0.197,0.382
1552339641201,2019-03-11T17.27.21.201,13.680,0.963,0.235,0.444
1552339641281,2019-03-11T17.27.21.281,13.760,0.890,0.299,0.421
1552339641361,2019-03-11T17.27.21.361,13.840,0.812,0.345,0.345
