epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1552339180036,2019-03-11T17.19.40.036,9.600,0.749,0.587,-0.173
1552339180116,2019-03-11T17.19.40.116,9.680,0.911,0.623,-0.193
1552339180196,2019-03-11T17.19.40.196,9.760,0.939,0.585,-0.319
1552339180276,2019-03-11T17.19.40.276,9.840,0.797,0.568,-0.449
1552339180356,2019-03-11T17.19.40.356,9.920,0.640,0.603,-0.345
1552339180436,2019-03-11T17.19.40.436,10.000,0.625,0.805,0.123
1552339180516,2019-03-11T17.19.40.516,10.080,0.521,0.564,-0.160
1552339180596,2019-03-11T17.19.40.596,10.160,0.785,0.550,0.115
1552339180676,2019-03-11T17.19.40.676,10.240,0.757,0.464,0.212
1552339180756,2019-03-11T17.19.40.756,10.320,0.711,0.330,0.278
1552339180836,2019-03-11T17.19.40.836,10.400,0.770,0.327,0.266
1552339180916,2019-03-11T17.19.40.916,10.480,0.943,0.400,0.229
1552339180996,2019-03-11T17.19.40.996,10.560,1.009,0.330,0.198
1552339181076,2019-03-11T17.19.41.076,10.640,1.232,0.395,-0.165
1552339181156,2019-03-11T17.19.41.156,10.720,1.347,0.508,-0.283
1552339181236,2019-03-11T17.19.41.236,10.800,1.172,0.408,-0.126
1552339181316,2019-03-11T17.19.41.316,10.880,1.092,0.248,-0.197
1552339181396,2019-03-11T17.19.41.396,10.960,1.016,0.256,-0.376
1552339181476,2019-03-11T17.19.41.476,11.040,0.963,0.252,-0.450
1552339181556,2019-03-11T17.19.41.556,11.120,0.828,0.224,-0.365
1552339181636,2019-03-11T17.19.41.636,11.200,0.711,0.064,-0.139
1552339181716,2019-03-11T17.19.41.716,11.280,0.669,0.047,-0.221
1552339181796,2019-03-11T17.19.41.796,11.360,0.818,0.063,-0.025
1552339181876,2019-03-11T17.19.41.876,11.440,0.948,0.146,0.144
1552339181956,2019-03-11T17.19.41.956,11.520,1.005,0.256,0.268
1552339182036,2019-03-11T17.19.42.036,11.600,0.836,0.333,0.242
1552339182116,2019-03-11T17.19.42.116,11.680,0.928,0.370,0.368
1552339182196,2019-03-11T17.19.42.196,11.760,0.912,0.349,0.393
1552339182276,2019-03-11T17.19.42.276,11.840,0.844,0.327,0.358
1552339182356,2019-03-11T17.19.42.356,11.920,0.867,0.347,0.319
1552339182436,2019-03-11T17.19.42.436,12.000,0.878,0.348,0.314
1552339182516,2019-03-11T17.19.42.516,12.080,0.912,0.361,0.292
1552339182596,2019-03-11T17.19.42.596,12.160,0.909,0.345,0.305
1552339182676,2019-03-11T17.19.42.676,12.240,0.877,0.295,0.323
1552339182756,2019-03-11T17.19.42.756,12.320,0.958,0.278,0.348
1552339182836,2019-03-11T17.19.42.836,12.400,0.953,0.264,0.299
