epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1552338851913,2019-03-11T17.14.11.913,2.080,0.904,0.343,0.174
1552338851993,2019-03-11T17.14.11.993,2.160,0.841,0.352,0.141
1552338852073,2019-03-11T17.14.12.073,2.240,0.856,0.406,0.142
1552338852153,2019-03-11T17.14.12.153,2.320,0.811,0.427,0.138
1552338852233,2019-03-11T17.14.12.233,2.400,0.783,0.318,0.136
1552338852313,2019-03-11T17.14.12.313,2.480,0.897,0.342,-0.039
1552338852393,2019-03-11T17.14.12.393,2.560,0.996,0.339,-0.143
1552338852473,2019-03-11T17.14.12.473,2.640,0.835,0.342,-0.129
1552338852553,2019-03-11T17.14.12.553,2.720,0.870,0.414,-0.171
1552338852633,2019-03-11T17.14.12.633,2.800,0.818,0.459,-0.151
1552338852713,2019-03-11T17.14.12.713,2.880,0.720,0.458,-0.169
1552338852793,2019-03-11T17.14.12.793,2.960,0.527,0.528,-0.125
1552338852873,2019-03-11T17.14.12.873,3.040,0.440,0.692,-0.049
1552338852953,2019-03-11T17.14.12.953,3.120,0.631,0.924,0.027
1552338853033,2019-03-11T17.14.13.033,3.200,1.077,1.104,0.241
1552338853113,2019-03-11T17.14.13.113,3.280,1.535,-0.247,0.604
1552338853193,2019-03-11T17.14.13.193,3.360,0.383,-1.182,0.113
1552338853273,2019-03-11T17.14.13.273,3.440,0.847,-0.942,-0.015
1552338853353,2019-03-11T17.14.13.353,3.520,1.255,-1.094,-0.138
1552338853433,2019-03-11T17.14.13.433,3.600,1.082,-1.179,-0.058
1552338853513,2019-03-11T17.14.13.513,3.680,0.717,-0.739,-0.139
1552338853593,2019-03-11T17.14.13.593,3.760,0.717,-0.435,-0.199
1552338853673,2019-03-11T17.14.13.673,3.840,0.951,-0.521,-0.192
1552338853753,2019-03-11T17.14.13.753,3.920,0.954,-0.331,-0.060
1552338853833,2019-03-11T17.14.13.833,4.000,0.959,-0.304,-0.059
1552338853913,2019-03-11T17.14.13.913,4.080,0.930,-0.320,0.042
1552338853993,2019-03-11T17.14.13.993,4.160,0.875,-0.354,0.043
1552338854073,2019-03-11T17.14.14.073,4.240,0.917,-0.391,-0.030
1552338854153,2019-03-11T17.14.14.153,4.320,0.925,-0.398,-0.066
1552338854233,2019-03-11T17.14.14.233,4.400,0.937,-0.388,-0.070
1552338854313,2019-03-11T17.14.14.313,4.480,0.930,-0.389,-0.078
1552338854393,2019-03-11T17.14.14.393,4.560,0.925,-0.390,-0.066
1552338854473,2019-03-11T17.14.14.473,4.640,0.923,-0.388,-0.067
1552338854553,2019-03-11T17.14.14.553,4.720,0.922,-0.409,-0.049
1552338854633,2019-03-11T17.14.14.633,4.800,0.934,-0.436,-0.031
1552338854713,2019-03-11T17.14.14.713,4.880,0.918,-0.427,-0.004
1552338854793,2019-03-11T17.14.14.793,4.960,0.908,-0.483,0.029
1552338854873,2019-03-11T17.14.14.873,5.040,0.935,-0.454,0.038
1552338854953,2019-03-11T17.14.14.953,5.120,0.960,-0.371,0.079
1552338855033,2019-03-11T17.14.15.033,5.200,0.918,-0.339,0.101
1552338855113,2019-03-11T17.14.15.113,5.280,0.922,-0.296,0.073
1552338855193,2019-03-11T17.14.15.193,5.360,0.948,-0.261,0.062
1552338855273,2019-03-11T17.14.15.273,5.440,0.924,-0.238,0.006
1552338855353,2019-03-11T17.14.15.353,5.520,0.888,-0.192,-0.036
1552338855433,2019-03-11T17.14.15.433,5.600,0.858,-0.202,-0.175
1552338855513,2019-03-11T17.14.15.513,5.680,0.849,-0.221,-0.247
1552338855593,2019-03-11T17.14.15.593,5.760,0.791,-0.138,-0.379
1552338855673,2019-03-11T17.14.15.673,5.840,0.933,-0.174,-0.549
1552338855753,2019-03-11T17.14.15.753,5.920,0.932,-0.136,-0.649
1552338855833,2019-03-11T17.14.15.833,6.000,0.787,-0.265,-0.667
1552338855913,2019-03-11T17.14.15.913,6.080,0.735,-0.259,-0.625
1552338855993,2019-03-11T17.14.15.993,6.160,0.655,-0.224,-0.547
1552338856073,2019-03-11T17.14.16.073,6.240,0.806,-0.296,-0.640
1552338856153,2019-03-11T17.14.16.153,6.320,0.688,-0.243,-0.526
1552338856233,2019-03-11T17.14.16.233,6.400,0.796,-0.383,-0.608
1552338856313,2019-03-11T17.14.16.313,6.480,0.835,-0.080,-0.759
1552338856393,2019-03-11T17.14.16.393,6.560,0.932,0.010,-0.698
1552338856473,2019-03-11T17.14.16.473,6.640,1.032,-0.072,-0.625
1552338856553,2019-03-11T17.14.16.553,6.720,1.002,-0.028,-0.556
1552338856633,2019-03-11T17.14.16.633,6.800,0.907,0.034,-0.512
1552338856713,2019-03-11T17.14.16.713,6.880,0.786,-0.034,-0.480
1552338856793,2019-03-11T17.14.16.793,6.960,0.865,0.217,-0.534
1552338856873,2019-03-11T17.14.16.873,7.040,0.772,0.017,-0.529
1552338856953,2019-03-11T17.14.16.953,7.120,0.784,0.211,-0.499
1552338857033,2019-03-11T17.14.17.033,7.200,0.736,0.368,-0.386
1552338857113,2019-03-11T17.14.17.113,7.280,0.769,0.377,-0.350
1552338857193,2019-03-11T17.14.17.193,7.360,0.866,0.473,-0.382
1552338857273,2019-03-11T17.14.17.273,7.440,1.005,0.656,-0.454
1552338857353,2019-03-11T17.14.17.353,7.520,0.863,0.678,-0.424
1552338857433,2019-03-11T17.14.17.433,7.600,0.798,0.615,-0.438
1552338857513,2019-03-11T17.14.17.513,7.680,0.885,0.604,-0.417
1552338857593,2019-03-11T17.14.17.593,7.760,0.840,0.692,-0.249
1552338857673,2019-03-11T17.14.17.673,7.840,0.690,0.736,-0.364
1552338857753,2019-03-11T17.14.17.753,7.920,0.660,0.654,-0.548
1552338857833,2019-03-11T17.14.17.833,8.000,0.647,0.646,-0.509
1552338857913,2019-03-11T17.14.17.913,8.080,0.747,0.646,-0.479
1552338857993,2019-03-11T17.14.17.993,8.160,0.732,0.727,-0.476
1552338858073,2019-03-11T17.14.18.073,8.240,0.762,0.604,-0.466
1552338858153,2019-03-11T17.14.18.153,8.320,0.750,0.379,-0.421
1552338858233,2019-03-11T17.14.18.233,8.400,0.779,0.305,-0.439
1552338858313,2019-03-11T17.14.18.313,8.480,0.756,0.347,-0.390
1552338858393,2019-03-11T17.14.18.393,8.560,0.749,0.383,-0.310
1552338858473,2019-03-11T17.14.18.473,8.640,0.830,0.292,-0.284
1552338858553,2019-03-11T17.14.18.553,8.720,0.889,0.341,-0.245
1552338858633,2019-03-11T17.14.18.633,8.800,0.923,0.345,-0.108
1552338858713,2019-03-11T17.14.18.713,8.880,0.812,0.357,-0.015
1552338858793,2019-03-11T17.14.18.793,8.960,0.798,0.445,0.133
1552338858873,2019-03-11T17.14.18.873,9.040,0.882,0.454,0.200
1552338858953,2019-03-11T17.14.18.953,9.120,0.871,0.458,0.206
1552338859033,2019-03-11T17.14.19.033,9.200,0.857,0.443,0.259
1552338859113,2019-03-11T17.14.19.113,9.280,0.817,0.408,0.299
1552338859193,2019-03-11T17.14.19.193,9.360,0.803,0.377,0.341
1552338859273,2019-03-11T17.14.19.273,9.440,0.831,0.367,0.389
1552338859353,2019-03-11T17.14.19.353,9.520,0.893,0.375,0.415
1552338859433,2019-03-11T17.14.19.433,9.600,0.867,0.396,0.373
1552338859513,2019-03-11T17.14.19.513,9.680,0.843,0.386,0.382
1552338859593,2019-03-11T17.14.19.593,9.760,0.863,0.388,0.402
1552338859673,2019-03-11T17.14.19.673,9.840,0.854,0.390,0.394
