epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1552339708994,2019-03-11T17.28.28.994,3.280,0.369,-0.201,0.910
1552339709074,2019-03-11T17.28.29.074,3.360,0.336,-0.150,0.875
1552339709154,2019-03-11T17.28.29.154,3.440,0.320,-0.225,0.884
1552339709234,2019-03-11T17.28.29.234,3.520,0.375,-0.317,0.935
1552339709314,2019-03-11T17.28.29.314,3.600,0.421,-0.178,1.000
1552339709394,2019-03-11T17.28.29.394,3.680,0.441,0.024,0.831
1552339709474,2019-03-11T17.28.29.474,3.760,0.560,-0.232,0.953
1552339709554,2019-03-11T17.28.29.554,3.840,0.446,-0.334,0.883
1552339709634,2019-03-11T17.28.29.634,3.920,0.351,-0.318,0.837
1552339709714,2019-03-11T17.28.29.714,4.000,0.354,-0.246,0.900
1552339709794,2019-03-11T17.28.29.794,4.080,0.366,-0.226,0.932
1552339709874,2019-03-11T17.28.29.874,4.160,0.298,-0.242,0.914
1552339709954,2019-03-11T17.28.29.954,4.240,0.377,-0.262,0.886
1552339710034,2019-03-11T17.28.30.034,4.320,0.340,-0.177,0.934
1552339710114,2019-03-11T17.28.30.114,4.400,0.353,-0.154,0.936
1552339710194,2019-03-11T17.28.30.194,4.480,0.451,-0.182,0.886
1552339710274,2019-03-11T17.28.30.274,4.560,0.558,-0.213,0.872
1552339710354,2019-03-11T17.28.30.354,4.640,0.625,-0.274,0.784
1552339710434,2019-03-11T17.28.30.434,4.720,0.689,-0.278,0.833
1552339710514,2019-03-11T17.28.30.514,4.800,0.674,-0.237,0.833
1552339710594,2019-03-11T17.28.30.594,4.880,0.560,-0.122,0.791
1552339710674,2019-03-11T17.28.30.674,4.960,0.579,-0.051,0.892
1552339710754,2019-03-11T17.28.30.754,5.040,0.635,0.062,0.901
1552339710834,2019-03-11T17.28.30.834,5.120,0.583,0.060,0.705
1552339710914,2019-03-11T17.28.30.914,5.200,0.572,0.210,0.615
1552339710994,2019-03-11T17.28.30.994,5.280,0.778,0.082,0.522
1552339711074,2019-03-11T17.28.31.074,5.360,0.820,0.028,0.402
1552339711154,2019-03-11T17.28.31.154,5.440,0.884,0.042,0.259
1552339711234,2019-03-11T17.28.31.234,5.520,0.945,0.072,0.195
1552339711314,2019-03-11T17.28.31.314,5.600,0.956,0.085,0.075
1552339711394,2019-03-11T17.28.31.394,5.680,0.990,0.141,-0.156
1552339711474,2019-03-11T17.28.31.474,5.760,0.977,0.065,-0.240
1552339711554,2019-03-11T17.28.31.554,5.840,0.881,0.163,-0.346
1552339711634,2019-03-11T17.28.31.634,5.920,0.939,0.273,-0.443
1552339711714,2019-03-11T17.28.31.714,6.000,1.014,0.386,-0.521
1552339711794,2019-03-11T17.28.31.794,6.080,0.945,0.181,-0.630
1552339711874,2019-03-11T17.28.31.874,6.160,0.856,0.077,-0.486
1552339711954,2019-03-11T17.28.31.954,6.240,0.869,0.106,-0.435
1552339712034,2019-03-11T17.28.32.034,6.320,0.776,0.060,-0.522
1552339712114,2019-03-11T17.28.32.114,6.400,0.697,-0.004,-0.481
1552339712194,2019-03-11T17.28.32.194,6.480,0.741,0.036,-0.440
1552339712274,2019-03-11T17.28.32.274,6.560,0.943,0.150,-0.598
1552339712354,2019-03-11T17.28.32.354,6.640,1.042,0.146,-0.761
1552339712434,2019-03-11T17.28.32.434,6.720,1.019,0.478,-0.515
1552339712514,2019-03-11T17.28.32.514,6.800,1.069,0.542,-0.367
1552339712594,2019-03-11T17.28.32.594,6.880,0.997,0.556,-0.479
1552339712674,2019-03-11T17.28.32.674,6.960,0.768,0.558,-0.544
1552339712754,2019-03-11T17.28.32.754,7.040,0.672,0.517,-0.395
1552339712834,2019-03-11T17.28.32.834,7.120,0.721,0.538,-0.271
1552339712914,2019-03-11T17.28.32.914,7.200,0.801,0.562,-0.276
1552339712994,2019-03-11T17.28.32.994,7.280,0.839,0.486,-0.337
1552339713074,2019-03-11T17.28.33.074,7.360,0.852,0.484,-0.416
1552339713154,2019-03-11T17.28.33.154,7.440,0.880,0.500,-0.380
1552339713234,2019-03-11T17.28.33.234,7.520,0.956,0.438,-0.265
1552339713314,2019-03-11T17.28.33.314,7.600,0.952,0.398,-0.350
1552339713394,2019-03-11T17.28.33.394,7.680,0.951,0.485,-0.390
1552339713474,2019-03-11T17.28.33.474,7.760,0.935,0.564,-0.306
1552339713554,2019-03-11T17.28.33.554,7.840,0.704,0.684,-0.189
1552339713634,2019-03-11T17.28.33.634,7.920,0.526,0.826,-0.133
1552339713714,2019-03-11T17.28.33.714,8.000,0.423,0.868,-0.167
1552339713794,2019-03-11T17.28.33.794,8.080,0.491,0.774,0.068
1552339713874,2019-03-11T17.28.33.874,8.160,0.664,0.511,0.219
1552339713954,2019-03-11T17.28.33.954,8.240,0.719,0.367,0.399
1552339714034,2019-03-11T17.28.34.034,8.320,0.726,0.299,0.475
1552339714114,2019-03-11T17.28.34.114,8.400,0.744,0.337,0.445
1552339714194,2019-03-11T17.28.34.194,8.480,0.818,0.456,0.502
1552339714274,2019-03-11T17.28.34.274,8.560,0.857,0.457,0.472
1552339714354,2019-03-11T17.28.34.354,8.640,1.100,0.509,0.032
1552339714434,2019-03-11T17.28.34.434,8.720,1.423,0.703,-0.043
1552339714514,2019-03-11T17.28.34.514,8.800,1.339,0.575,0.074
1552339714594,2019-03-11T17.28.34.594,8.880,1.165,0.364,0.114
1552339714674,2019-03-11T17.28.34.674,8.960,0.992,0.297,-0.039
1552339714754,2019-03-11T17.28.34.754,9.040,0.946,0.215,-0.148
1552339714834,2019-03-11T17.28.34.834,9.120,0.783,0.183,-0.103
1552339714914,2019-03-11T17.28.34.914,9.200,0.445,0.164,-0.126
1552339714994,2019-03-11T17.28.34.994,9.280,0.491,0.227,-0.073
1552339715074,2019-03-11T17.28.35.074,9.360,0.930,0.229,0.232
1552339715154,2019-03-11T17.28.35.154,9.440,1.113,0.415,0.469
1552339715234,2019-03-11T17.28.35.234,9.520,0.777,0.413,0.418
