epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1552340748378,2019-03-11T17.45.48.378,10.880,1.001,0.062,0.075
1552340748458,2019-03-11T17.45.48.458,10.960,0.998,0.060,0.089
1552340748538,2019-03-11T17.45.48.538,11.040,0.992,0.051,0.135
1552340748618,2019-03-11T17.45.48.618,11.120,0.994,0.067,0.177
1552340748698,2019-03-11T17.45.48.698,11.200,0.993,0.045,0.200
1552340748778,2019-03-11T17.45.48.778,11.280,0.962,0.011,0.201
1552340748858,2019-03-11T17.45.48.858,11.360,0.996,0.021,0.159
1552340748938,2019-03-11T17.45.48.938,11.440,1.009,0.015,0.087
1552340749018,2019-03-11T17.45.49.018,11.520,1.000,-0.084,0.060
1552340749098,2019-03-11T17.45.49.098,11.600,1.017,-0.071,0.053
1552340749178,2019-03-11T17.45.49.178,11.680,1.018,-0.100,0.049
1552340749258,2019-03-11T17.45.49.258,11.760,0.999,-0.116,0.084
