epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1552340853736,2019-03-11T17.47.33.736,7.360,0.349,-0.456,0.813
1552340853816,2019-03-11T17.47.33.816,7.440,0.348,-0.466,0.815
1552340853896,2019-03-11T17.47.33.896,7.520,0.350,-0.498,0.825
1552340853976,2019-03-11T17.47.33.976,7.600,0.419,-0.514,0.822
1552340854056,2019-03-11T17.47.34.056,7.680,0.409,-0.589,0.752
1552340854136,2019-03-11T17.47.34.136,7.760,0.456,-0.575,0.808
1552340854216,2019-03-11T17.47.34.216,7.840,0.458,-0.615,0.740
1552340854296,2019-03-11T17.47.34.296,7.920,0.396,-0.642,0.634
1552340854376,2019-03-11T17.47.34.376,8.000,0.475,-0.719,0.488
1552340854456,2019-03-11T17.47.34.456,8.080,0.385,-0.841,0.337
1552340854536,2019-03-11T17.47.34.536,8.160,0.352,-0.666,0.105
1552340854616,2019-03-11T17.47.34.616,8.240,0.342,-0.583,-0.160
1552340854696,2019-03-11T17.47.34.696,8.320,0.326,-0.770,-0.385
1552340854776,2019-03-11T17.47.34.776,8.400,0.492,-0.898,-0.675
1552340854856,2019-03-11T17.47.34.856,8.480,0.544,-0.688,-0.689
1552340854936,2019-03-11T17.47.34.936,8.560,0.534,-0.568,-0.589
1552340855016,2019-03-11T17.47.35.016,8.640,0.529,-0.471,-0.461
1552340855096,2019-03-11T17.47.35.096,8.720,0.714,-0.683,-0.626
1552340855176,2019-03-11T17.47.35.176,8.800,0.780,-0.471,-0.501
1552340855256,2019-03-11T17.47.35.256,8.880,0.809,-0.322,-0.319
1552340855336,2019-03-11T17.47.35.336,8.960,0.958,-0.422,-0.246
1552340855416,2019-03-11T17.47.35.416,9.040,1.020,-0.442,-0.146
1552340855496,2019-03-11T17.47.35.496,9.120,0.913,-0.465,-0.118
1552340855576,2019-03-11T17.47.35.576,9.200,1.001,-0.391,-0.121
1552340855656,2019-03-11T17.47.35.656,9.280,1.019,-0.371,-0.089
1552340855736,2019-03-11T17.47.35.736,9.360,1.021,-0.311,-0.047
1552340855816,2019-03-11T17.47.35.816,9.440,0.915,-0.138,-0.185
1552340855896,2019-03-11T17.47.35.896,9.520,0.931,-0.105,-0.192
1552340855976,2019-03-11T17.47.35.976,9.600,0.896,-0.180,-0.176
1552340856056,2019-03-11T17.47.36.056,9.680,1.045,0.085,-0.103
1552340856136,2019-03-11T17.47.36.136,9.760,1.021,0.235,-0.088
1552340856216,2019-03-11T17.47.36.216,9.840,0.859,0.378,-0.060
1552340856296,2019-03-11T17.47.36.296,9.920,0.858,0.349,-0.061
1552340856376,2019-03-11T17.47.36.376,10.000,0.875,0.410,-0.037
1552340856456,2019-03-11T17.47.36.456,10.080,0.975,0.341,-0.127
1552340856536,2019-03-11T17.47.36.536,10.160,1.027,0.237,-0.189
1552340856616,2019-03-11T17.47.36.616,10.240,1.269,0.227,-0.214
1552340856696,2019-03-11T17.47.36.696,10.320,1.441,0.082,-0.249
1552340856776,2019-03-11T17.47.36.776,10.400,1.337,0.003,-0.258
1552340856856,2019-03-11T17.47.36.856,10.480,1.105,-0.123,-0.246
1552340856936,2019-03-11T17.47.36.936,10.560,0.841,-0.260,-0.271
1552340857016,2019-03-11T17.47.37.016,10.640,0.855,-0.280,-0.179
1552340857096,2019-03-11T17.47.37.096,10.720,0.621,-0.124,-0.026
1552340857176,2019-03-11T17.47.37.176,10.800,0.449,-0.180,-0.059
1552340857256,2019-03-11T17.47.37.256,10.880,0.682,-0.287,-0.163
1552340857336,2019-03-11T17.47.37.336,10.960,0.902,-0.295,-0.195
1552340857416,2019-03-11T17.47.37.416,11.040,1.106,-0.251,-0.093
1552340857496,2019-03-11T17.47.37.496,11.120,1.122,-0.280,0.105
1552340857576,2019-03-11T17.47.37.576,11.200,0.998,-0.007,0.071
1552340857656,2019-03-11T17.47.37.656,11.280,0.905,-0.166,0.109
1552340857736,2019-03-11T17.47.37.736,11.360,0.938,0.024,0.148
1552340857816,2019-03-11T17.47.37.816,11.440,1.061,0.053,0.172
1552340857896,2019-03-11T17.47.37.896,11.520,1.014,0.005,0.167
1552340857976,2019-03-11T17.47.37.976,11.600,0.942,-0.019,0.177
1552340858056,2019-03-11T17.47.38.056,11.680,0.950,-0.004,0.218
1552340858136,2019-03-11T17.47.38.136,11.760,0.980,0.000,0.233
1552340858216,2019-03-11T17.47.38.216,11.840,1.004,-0.024,0.221
1552340858296,2019-03-11T17.47.38.296,11.920,0.998,-0.040,0.195
1552340858376,2019-03-11T17.47.38.376,12.000,0.963,-0.015,0.183
1552340858456,2019-03-11T17.47.38.456,12.080,1.004,-0.047,0.131
1552340858536,2019-03-11T17.47.38.536,12.160,1.021,-0.126,0.114
1552340858616,2019-03-11T17.47.38.616,12.240,1.031,-0.090,0.050
1552340858696,2019-03-11T17.47.38.696,12.320,1.040,-0.136,0.008
1552340858776,2019-03-11T17.47.38.776,12.400,1.024,-0.175,0.017
1552340858856,2019-03-11T17.47.38.856,12.480,0.974,-0.197,0.080
1552340858936,2019-03-11T17.47.38.936,12.560,0.945,-0.130,0.169
1552340859016,2019-03-11T17.47.39.016,12.640,0.983,-0.171,0.178
1552340859096,2019-03-11T17.47.39.096,12.720,0.914,-0.238,0.127
1552340859176,2019-03-11T17.47.39.176,12.800,0.932,-0.245,0.119
1552340859256,2019-03-11T17.47.39.256,12.880,0.973,-0.193,0.131
1552340859336,2019-03-11T17.47.39.336,12.960,0.973,-0.114,0.126
1552340859416,2019-03-11T17.47.39.416,13.040,0.994,-0.126,0.075
