epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1552340155962,2019-03-11T17.35.55.962,8.640,0.964,-0.083,-0.031
1552340156042,2019-03-11T17.35.56.042,8.720,0.921,0.070,-0.236
1552340156122,2019-03-11T17.35.56.122,8.800,0.956,-0.078,-0.334
1552340156202,2019-03-11T17.35.56.202,8.880,0.974,0.201,-0.269
1552340156282,2019-03-11T17.35.56.282,8.960,0.965,0.213,-0.162
1552340156362,2019-03-11T17.35.56.362,9.040,0.887,0.055,-0.110
1552340156442,2019-03-11T17.35.56.442,9.120,0.889,0.243,-0.142
1552340156522,2019-03-11T17.35.56.522,9.200,1.059,0.160,-0.021
1552340156602,2019-03-11T17.35.56.602,9.280,1.066,0.243,0.056
1552340156682,2019-03-11T17.35.56.682,9.360,1.168,0.068,-0.057
1552340156762,2019-03-11T17.35.56.762,9.440,1.276,0.122,-0.143
1552340156842,2019-03-11T17.35.56.842,9.520,1.331,0.016,-0.095
1552340156922,2019-03-11T17.35.56.922,9.600,1.206,-0.073,-0.120
1552340157002,2019-03-11T17.35.57.002,9.680,1.175,-0.083,-0.212
1552340157082,2019-03-11T17.35.57.082,9.760,0.982,-0.186,-0.152
1552340157162,2019-03-11T17.35.57.162,9.840,0.777,-0.310,0.016
1552340157242,2019-03-11T17.35.57.242,9.920,0.622,-0.133,0.104
1552340157322,2019-03-11T17.35.57.322,10.000,0.491,-0.292,0.025
1552340157402,2019-03-11T17.35.57.402,10.080,0.619,-0.188,-0.146
1552340157482,2019-03-11T17.35.57.482,10.160,0.997,-0.409,-0.312
1552340157562,2019-03-11T17.35.57.562,10.240,1.369,0.032,0.013
1552340157642,2019-03-11T17.35.57.642,10.320,1.041,-0.119,0.172
1552340157722,2019-03-11T17.35.57.722,10.400,0.924,-0.104,0.136
1552340157802,2019-03-11T17.35.57.802,10.480,0.917,0.037,0.068
1552340157882,2019-03-11T17.35.57.882,10.560,0.948,0.054,0.136
1552340157962,2019-03-11T17.35.57.962,10.640,0.989,0.068,0.170
1552340158042,2019-03-11T17.35.58.042,10.720,0.993,-0.010,0.167
1552340158122,2019-03-11T17.35.58.122,10.800,1.005,-0.018,0.170
1552340158202,2019-03-11T17.35.58.202,10.880,0.981,-0.029,0.171
1552340158282,2019-03-11T17.35.58.282,10.960,1.012,0.024,0.146
1552340158362,2019-03-11T17.35.58.362,11.040,1.000,-0.083,0.072
1552340158442,2019-03-11T17.35.58.442,11.120,0.954,-0.256,0.032
1552340158522,2019-03-11T17.35.58.522,11.200,0.979,-0.269,0.039
1552340158602,2019-03-11T17.35.58.602,11.280,1.047,-0.160,0.186
1552340158682,2019-03-11T17.35.58.682,11.360,0.956,0.002,0.294
1552340158762,2019-03-11T17.35.58.762,11.440,0.928,-0.053,0.272
