epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1552340235329,2019-03-11T17.37.15.329,6.080,-0.077,-0.815,0.543
1552340235409,2019-03-11T17.37.15.409,6.160,-0.079,-0.825,0.521
1552340235489,2019-03-11T17.37.15.489,6.240,-0.083,-0.820,0.531
1552340235569,2019-03-11T17.37.15.569,6.320,-0.085,-0.814,0.544
1552340235649,2019-03-11T17.37.15.649,6.400,-0.082,-0.818,0.528
1552340235729,2019-03-11T17.37.15.729,6.480,-0.081,-0.818,0.532
1552340235809,2019-03-11T17.37.15.809,6.560,-0.083,-0.818,0.534
1552340235889,2019-03-11T17.37.15.889,6.640,-0.080,-0.818,0.531
1552340235969,2019-03-11T17.37.15.969,6.720,-0.080,-0.819,0.529
1552340236049,2019-03-11T17.37.16.049,6.800,-0.080,-0.817,0.535
1552340236129,2019-03-11T17.37.16.129,6.880,-0.080,-0.816,0.536
1552340236209,2019-03-11T17.37.16.209,6.960,-0.077,-0.815,0.537
1552340236289,2019-03-11T17.37.16.289,7.040,-0.078,-0.814,0.539
1552340236369,2019-03-11T17.37.16.369,7.120,-0.078,-0.815,0.539
1552340236449,2019-03-11T17.37.16.449,7.200,-0.077,-0.817,0.534
1552340236529,2019-03-11T17.37.16.529,7.280,-0.076,-0.813,0.542
1552340236609,2019-03-11T17.37.16.609,7.360,-0.075,-0.812,0.542
1552340236689,2019-03-11T17.37.16.689,7.440,-0.075,-0.815,0.539
1552340236769,2019-03-11T17.37.16.769,7.520,-0.076,-0.820,0.526
1552340236849,2019-03-11T17.37.16.849,7.600,-0.076,-0.822,0.523
1552340236929,2019-03-11T17.37.16.929,7.680,-0.074,-0.810,0.550
1552340237009,2019-03-11T17.37.17.009,7.760,-0.067,-0.809,0.550
1552340237089,2019-03-11T17.37.17.089,7.840,-0.062,-0.815,0.535
1552340237169,2019-03-11T17.37.17.169,7.920,-0.073,-0.805,0.549
1552340237249,2019-03-11T17.37.17.249,8.000,-0.089,-0.798,0.572
1552340237329,2019-03-11T17.37.17.329,8.080,-0.069,-0.801,0.557
1552340237409,2019-03-11T17.37.17.409,8.160,-0.076,-0.803,0.552
1552340237489,2019-03-11T17.37.17.489,8.240,-0.100,-0.809,0.541
1552340237569,2019-03-11T17.37.17.569,8.320,-0.081,-0.804,0.551
1552340237649,2019-03-11T17.37.17.649,8.400,-0.108,-0.810,0.555
1552340237729,2019-03-11T17.37.17.729,8.480,-0.111,-0.805,0.568
1552340237809,2019-03-11T17.37.17.809,8.560,-0.101,-0.795,0.598
1552340237889,2019-03-11T17.37.17.889,8.640,-0.037,-0.763,0.642
1552340237969,2019-03-11T17.37.17.969,8.720,-0.020,-0.758,0.652
1552340238049,2019-03-11T17.37.18.049,8.800,-0.004,-0.750,0.648
1552340238129,2019-03-11T17.37.18.129,8.880,0.028,-0.709,0.655
1552340238209,2019-03-11T17.37.18.209,8.960,0.058,-0.722,0.644
1552340238289,2019-03-11T17.37.18.289,9.040,0.150,-0.730,0.675
1552340238369,2019-03-11T17.37.18.369,9.120,0.208,-0.719,0.609
1552340238449,2019-03-11T17.37.18.449,9.200,0.253,-0.685,0.636
1552340238529,2019-03-11T17.37.18.529,9.280,0.399,-0.661,0.652
1552340238609,2019-03-11T17.37.18.609,9.360,0.354,-0.685,0.651
1552340238689,2019-03-11T17.37.18.689,9.440,0.395,-0.810,0.590
1552340238769,2019-03-11T17.37.18.769,9.520,0.402,-0.875,0.562
1552340238849,2019-03-11T17.37.18.849,9.600,0.414,-0.883,0.494
1552340238929,2019-03-11T17.37.18.929,9.680,0.426,-0.916,0.320
1552340239009,2019-03-11T17.37.19.009,9.760,0.325,-0.954,0.125
1552340239089,2019-03-11T17.37.19.089,9.840,0.200,-0.793,-0.085
1552340239169,2019-03-11T17.37.19.169,9.920,0.172,-0.684,-0.320
1552340239249,2019-03-11T17.37.19.249,10.000,0.113,-0.703,-0.486
1552340239329,2019-03-11T17.37.19.329,10.080,0.145,-0.631,-0.646
1552340239409,2019-03-11T17.37.19.409,10.160,0.392,-0.559,-0.747
1552340239489,2019-03-11T17.37.19.489,10.240,0.446,-0.524,-0.799
1552340239569,2019-03-11T17.37.19.569,10.320,0.445,-0.557,-0.812
1552340239649,2019-03-11T17.37.19.649,10.400,0.393,-0.551,-0.770
1552340239729,2019-03-11T17.37.19.729,10.480,0.413,-0.541,-0.613
1552340239809,2019-03-11T17.37.19.809,10.560,0.413,-0.452,-0.586
1552340239889,2019-03-11T17.37.19.889,10.640,0.482,-0.507,-0.721
1552340239969,2019-03-11T17.37.19.969,10.720,0.742,-0.452,-0.781
1552340240049,2019-03-11T17.37.20.049,10.800,0.653,-0.288,-0.436
1552340240129,2019-03-11T17.37.20.129,10.880,0.965,-0.393,-0.354
1552340240209,2019-03-11T17.37.20.209,10.960,1.032,-0.386,-0.315
1552340240289,2019-03-11T17.37.20.289,11.040,1.012,-0.350,-0.295
1552340240369,2019-03-11T17.37.20.369,11.120,0.938,-0.454,-0.222
1552340240449,2019-03-11T17.37.20.449,11.200,0.937,-0.389,-0.157
1552340240529,2019-03-11T17.37.20.529,11.280,0.984,-0.286,-0.149
1552340240609,2019-03-11T17.37.20.609,11.360,1.000,-0.282,-0.120
1552340240689,2019-03-11T17.37.20.689,11.440,0.968,-0.213,-0.090
1552340240769,2019-03-11T17.37.20.769,11.520,0.974,-0.170,-0.098
1552340240849,2019-03-11T17.37.20.849,11.600,0.944,-0.005,-0.142
1552340240929,2019-03-11T17.37.20.929,11.680,0.946,0.062,-0.260
1552340241009,2019-03-11T17.37.21.009,11.760,0.979,0.146,-0.322
1552340241089,2019-03-11T17.37.21.089,11.840,0.960,0.248,-0.210
1552340241169,2019-03-11T17.37.21.169,11.920,0.912,0.168,-0.156
1552340241249,2019-03-11T17.37.21.249,12.000,0.853,0.167,-0.208
1552340241329,2019-03-11T17.37.21.329,12.080,0.961,0.152,-0.252
1552340241409,2019-03-11T17.37.21.409,12.160,0.990,0.187,-0.116
1552340241489,2019-03-11T17.37.21.489,12.240,1.243,0.117,-0.100
1552340241569,2019-03-11T17.37.21.569,12.320,1.277,0.005,-0.084
1552340241649,2019-03-11T17.37.21.649,12.400,1.290,0.064,-0.167
1552340241729,2019-03-11T17.37.21.729,12.480,1.246,-0.020,-0.193
1552340241809,2019-03-11T17.37.21.809,12.560,1.108,-0.137,-0.246
1552340241889,2019-03-11T17.37.21.889,12.640,0.975,-0.147,-0.247
1552340241969,2019-03-11T17.37.21.969,12.720,0.833,-0.176,-0.186
1552340242049,2019-03-11T17.37.22.049,12.800,0.702,-0.266,-0.165
1552340242129,2019-03-11T17.37.22.129,12.880,0.642,-0.222,-0.114
1552340242209,2019-03-11T17.37.22.209,12.960,0.624,-0.256,-0.201
1552340242289,2019-03-11T17.37.22.289,13.040,0.723,-0.278,-0.241
1552340242369,2019-03-11T17.37.22.369,13.120,0.850,-0.239,-0.244
1552340242449,2019-03-11T17.37.22.449,13.200,1.198,-0.201,-0.142
1552340242529,2019-03-11T17.37.22.529,13.280,1.226,-0.188,-0.023
1552340242609,2019-03-11T17.37.22.609,13.360,0.823,-0.179,0.107
1552340242689,2019-03-11T17.37.22.689,13.440,0.953,-0.039,0.128
1552340242769,2019-03-11T17.37.22.769,13.520,0.962,-0.112,0.152
1552340242849,2019-03-11T17.37.22.849,13.600,0.939,-0.138,0.173
1552340242929,2019-03-11T17.37.22.929,13.680,0.901,-0.113,0.126
1552340243009,2019-03-11T17.37.23.009,13.760,1.052,-0.238,0.071
1552340243089,2019-03-11T17.37.23.089,13.840,1.038,-0.059,0.182
