epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1552340380109,2019-03-11T17.39.40.109,0.000,0.984,-0.143,0.019
1552340380189,2019-03-11T17.39.40.189,0.080,1.002,-0.133,0.019
1552340380269,2019-03-11T17.39.40.269,0.160,0.994,-0.136,0.021
1552340380349,2019-03-11T17.39.40.349,0.240,0.993,-0.143,0.013
1552340380429,2019-03-11T17.39.40.429,0.320,0.990,-0.123,0.027
1552340380509,2019-03-11T17.39.40.509,0.400,1.000,-0.134,0.031
1552340380589,2019-03-11T17.39.40.589,0.480,0.996,-0.148,0.030
1552340380669,2019-03-11T17.39.40.669,0.560,1.008,-0.139,0.041
1552340380749,2019-03-11T17.39.40.749,0.640,1.008,-0.111,0.045
1552340380829,2019-03-11T17.39.40.829,0.720,1.002,-0.136,0.041
1552340380909,2019-03-11T17.39.40.909,0.800,0.984,-0.126,0.022
1552340380989,2019-03-11T17.39.40.989,0.880,0.986,-0.122,-0.019
1552340381069,2019-03-11T17.39.41.069,0.960,0.921,-0.038,0.064
1552340381149,2019-03-11T17.39.41.149,1.040,1.042,0.003,0.112
1552340381229,2019-03-11T17.39.41.229,1.120,1.033,-0.128,0.069
1552340381309,2019-03-11T17.39.41.309,1.200,0.994,-0.109,0.064
1552340381389,2019-03-11T17.39.41.389,1.280,1.002,0.010,0.036
1552340381469,2019-03-11T17.39.41.469,1.360,0.998,0.019,-0.054
1552340381549,2019-03-11T17.39.41.549,1.440,1.007,0.008,-0.064
1552340381629,2019-03-11T17.39.41.629,1.520,0.996,0.034,-0.033
1552340381709,2019-03-11T17.39.41.709,1.600,0.990,0.053,-0.037
1552340381789,2019-03-11T17.39.41.789,1.680,0.988,0.053,-0.069
1552340381869,2019-03-11T17.39.41.869,1.760,0.993,-0.012,-0.183
1552340381949,2019-03-11T17.39.41.949,1.840,1.061,-0.226,-0.093
1552340382029,2019-03-11T17.39.42.029,1.920,1.083,-0.408,-0.039
1552340382109,2019-03-11T17.39.42.109,2.000,0.953,-0.360,0.005
1552340382189,2019-03-11T17.39.42.189,2.080,0.945,-0.210,0.008
1552340382269,2019-03-11T17.39.42.269,2.160,0.946,-0.307,-0.042
1552340382349,2019-03-11T17.39.42.349,2.240,0.939,-0.225,-0.058
1552340382429,2019-03-11T17.39.42.429,2.320,0.883,-0.276,-0.146
1552340382509,2019-03-11T17.39.42.509,2.400,0.907,-0.305,-0.173
1552340382589,2019-03-11T17.39.42.589,2.480,0.923,-0.252,-0.191
1552340382669,2019-03-11T17.39.42.669,2.560,0.893,-0.232,-0.176
1552340382749,2019-03-11T17.39.42.749,2.640,0.833,-0.188,-0.174
1552340382829,2019-03-11T17.39.42.829,2.720,0.917,-0.123,-0.180
1552340382909,2019-03-11T17.39.42.909,2.800,0.986,-0.161,-0.160
1552340382989,2019-03-11T17.39.42.989,2.880,1.038,-0.149,-0.174
1552340383069,2019-03-11T17.39.43.069,2.960,1.007,-0.190,-0.172
1552340383149,2019-03-11T17.39.43.149,3.040,0.908,-0.118,-0.175
1552340383229,2019-03-11T17.39.43.229,3.120,0.911,-0.097,-0.148
1552340383309,2019-03-11T17.39.43.309,3.200,0.830,-0.108,-0.142
1552340383389,2019-03-11T17.39.43.389,3.280,0.795,-0.122,-0.200
1552340383469,2019-03-11T17.39.43.469,3.360,0.776,-0.067,-0.227
1552340383549,2019-03-11T17.39.43.549,3.440,0.714,-0.111,-0.128
1552340383629,2019-03-11T17.39.43.629,3.520,0.659,-0.314,0.258
1552340383709,2019-03-11T17.39.43.709,3.600,1.539,-0.530,0.545
1552340383789,2019-03-11T17.39.43.789,3.680,1.589,-1.371,0.871
1552340383869,2019-03-11T17.39.43.869,3.760,0.343,-0.618,0.558
1552340383949,2019-03-11T17.39.43.949,3.840,-0.093,-0.477,0.390
1552340384029,2019-03-11T17.39.44.029,3.920,-0.354,-0.840,0.798
1552340384109,2019-03-11T17.39.44.109,4.000,-0.236,-0.893,0.791
1552340384189,2019-03-11T17.39.44.189,4.080,-0.239,-0.628,0.418
1552340384269,2019-03-11T17.39.44.269,4.160,-0.209,-0.692,0.303
1552340384349,2019-03-11T17.39.44.349,4.240,-0.168,-1.070,0.316
1552340384429,2019-03-11T17.39.44.429,4.320,-0.164,-0.978,0.239
1552340384509,2019-03-11T17.39.44.509,4.400,0.154,-0.974,0.186
1552340384589,2019-03-11T17.39.44.589,4.480,-0.044,-0.983,0.262
1552340384669,2019-03-11T17.39.44.669,4.560,-0.019,-1.026,0.229
1552340384749,2019-03-11T17.39.44.749,4.640,0.094,-0.962,0.104
1552340384829,2019-03-11T17.39.44.829,4.720,-0.153,-0.950,0.237
1552340384909,2019-03-11T17.39.44.909,4.800,-0.074,-0.960,0.202
1552340384989,2019-03-11T17.39.44.989,4.880,-0.028,-0.956,0.198
1552340385069,2019-03-11T17.39.45.069,4.960,-0.040,-0.953,0.227
1552340385149,2019-03-11T17.39.45.149,5.040,-0.054,-0.952,0.223
1552340385229,2019-03-11T17.39.45.229,5.120,-0.045,-0.957,0.206
1552340385309,2019-03-11T17.39.45.309,5.200,-0.047,-0.954,0.216
1552340385389,2019-03-11T17.39.45.389,5.280,-0.045,-0.952,0.220
1552340385469,2019-03-11T17.39.45.469,5.360,-0.044,-0.954,0.218
1552340385549,2019-03-11T17.39.45.549,5.440,-0.046,-0.952,0.222
1552340385629,2019-03-11T17.39.45.629,5.520,-0.042,-0.952,0.220
1552340385709,2019-03-11T17.39.45.709,5.600,-0.043,-0.955,0.217
1552340385789,2019-03-11T17.39.45.789,5.680,-0.042,-0.953,0.220
1552340385869,2019-03-11T17.39.45.869,5.760,-0.035,-0.951,0.227
1552340385949,2019-03-11T17.39.45.949,5.840,-0.033,-0.950,0.229
1552340386029,2019-03-11T17.39.46.029,5.920,-0.035,-0.953,0.225
1552340386109,2019-03-11T17.39.46.109,6.000,-0.035,-0.953,0.229
1552340386189,2019-03-11T17.39.46.189,6.080,-0.010,-0.949,0.247
1552340386269,2019-03-11T17.39.46.269,6.160,-0.042,-0.958,0.224
1552340386349,2019-03-11T17.39.46.349,6.240,-0.053,-0.955,0.202
1552340386429,2019-03-11T17.39.46.429,6.320,-0.065,-0.966,0.153
1552340386509,2019-03-11T17.39.46.509,6.400,-0.066,-0.960,0.157
1552340386589,2019-03-11T17.39.46.589,6.480,-0.088,-0.947,0.177
1552340386669,2019-03-11T17.39.46.669,6.560,-0.081,-0.969,0.182
1552340386749,2019-03-11T17.39.46.749,6.640,-0.021,-0.994,0.281
1552340386829,2019-03-11T17.39.46.829,6.720,0.044,-0.934,0.392
1552340386909,2019-03-11T17.39.46.909,6.800,-0.003,-0.930,0.438
1552340386989,2019-03-11T17.39.46.989,6.880,0.133,-0.825,0.504
1552340387069,2019-03-11T17.39.47.069,6.960,0.292,-0.617,0.537
1552340387149,2019-03-11T17.39.47.149,7.040,0.396,-0.740,0.575
1552340387229,2019-03-11T17.39.47.229,7.120,0.638,-0.974,0.468
1552340387309,2019-03-11T17.39.47.309,7.200,0.695,-0.916,0.302
1552340387389,2019-03-11T17.39.47.389,7.280,0.568,-1.011,0.107
1552340387469,2019-03-11T17.39.47.469,7.360,0.440,-0.993,0.093
1552340387549,2019-03-11T17.39.47.549,7.440,0.314,-0.708,0.025
1552340387629,2019-03-11T17.39.47.629,7.520,0.113,-0.673,-0.236
1552340387709,2019-03-11T17.39.47.709,7.600,-0.056,-0.701,-0.422
1552340387789,2019-03-11T17.39.47.789,7.680,0.030,-0.649,-0.572
1552340387869,2019-03-11T17.39.47.869,7.760,0.293,-0.664,-0.706
1552340387949,2019-03-11T17.39.47.949,7.840,0.521,-0.668,-0.654
1552340388029,2019-03-11T17.39.48.029,7.920,0.579,-0.608,-0.597
1552340388109,2019-03-11T17.39.48.109,8.000,0.555,-0.668,-0.528
1552340388189,2019-03-11T17.39.48.189,8.080,0.731,-0.646,-0.501
1552340388269,2019-03-11T17.39.48.269,8.160,0.808,-0.598,-0.419
1552340388349,2019-03-11T17.39.48.349,8.240,0.881,-0.649,-0.323
1552340388429,2019-03-11T17.39.48.429,8.320,0.807,-0.620,-0.226
1552340388509,2019-03-11T17.39.48.509,8.400,0.751,-0.630,-0.053
1552340388589,2019-03-11T17.39.48.589,8.480,0.723,-0.585,0.003
1552340388669,2019-03-11T17.39.48.669,8.560,0.744,-0.667,-0.051
1552340388749,2019-03-11T17.39.48.749,8.640,0.645,-0.740,-0.185
1552340388829,2019-03-11T17.39.48.829,8.720,0.634,-0.663,-0.188
1552340388909,2019-03-11T17.39.48.909,8.800,0.681,-0.441,-0.115
1552340388989,2019-03-11T17.39.48.989,8.880,0.809,-0.370,-0.074
1552340389069,2019-03-11T17.39.49.069,8.960,0.942,-0.539,-0.422
1552340389149,2019-03-11T17.39.49.149,9.040,1.066,-0.593,-0.415
1552340389229,2019-03-11T17.39.49.229,9.120,0.873,-0.567,-0.457
1552340389309,2019-03-11T17.39.49.309,9.200,0.939,-0.586,-0.583
1552340389389,2019-03-11T17.39.49.389,9.280,0.917,-0.593,-0.546
1552340389469,2019-03-11T17.39.49.469,9.360,0.830,-0.478,-0.514
1552340389549,2019-03-11T17.39.49.549,9.440,0.699,-0.338,-0.462
1552340389629,2019-03-11T17.39.49.629,9.520,0.751,-0.161,-0.238
1552340389709,2019-03-11T17.39.49.709,9.600,0.744,-0.054,-0.133
1552340389789,2019-03-11T17.39.49.789,9.680,0.660,-0.113,-0.272
1552340389869,2019-03-11T17.39.49.869,9.760,0.801,-0.261,-0.504
1552340389949,2019-03-11T17.39.49.949,9.840,1.042,-0.270,-0.608
1552340390029,2019-03-11T17.39.50.029,9.920,1.042,-0.389,0.006
1552340390109,2019-03-11T17.39.50.109,10.000,1.082,-0.095,0.446
