epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1552341037398,2019-03-11T17.50.37.398,7.120,0.356,-0.796,0.535
1552341037478,2019-03-11T17.50.37.478,7.200,0.337,-0.843,0.320
1552341037558,2019-03-11T17.50.37.558,7.280,0.396,-0.900,-0.013
1552341037638,2019-03-11T17.50.37.638,7.360,0.328,-0.908,-0.193
1552341037718,2019-03-11T17.50.37.718,7.440,0.203,-0.831,-0.383
1552341037798,2019-03-11T17.50.37.798,7.520,0.227,-0.753,-0.548
1552341037878,2019-03-11T17.50.37.878,7.600,0.413,-0.536,-0.558
1552341037958,2019-03-11T17.50.37.958,7.680,0.546,-0.499,-0.638
1552341038038,2019-03-11T17.50.38.038,7.760,0.618,-0.470,-0.770
1552341038118,2019-03-11T17.50.38.118,7.840,0.499,-0.510,-0.674
1552341038198,2019-03-11T17.50.38.198,7.920,0.591,-0.572,-0.736
1552341038278,2019-03-11T17.50.38.278,8.000,0.750,-0.535,-0.633
1552341038358,2019-03-11T17.50.38.358,8.080,0.649,-0.314,-0.435
1552341038438,2019-03-11T17.50.38.438,8.160,0.891,-0.417,-0.255
1552341038518,2019-03-11T17.50.38.518,8.240,0.950,-0.473,-0.251
1552341038598,2019-03-11T17.50.38.598,8.320,0.930,-0.413,-0.188
1552341038678,2019-03-11T17.50.38.678,8.400,0.976,-0.445,-0.188
1552341038758,2019-03-11T17.50.38.758,8.480,0.982,-0.486,-0.210
1552341038838,2019-03-11T17.50.38.838,8.560,0.938,-0.370,-0.220
1552341038918,2019-03-11T17.50.38.918,8.640,0.949,-0.458,-0.389
1552341038998,2019-03-11T17.50.38.998,8.720,0.816,-0.617,-0.275
1552341039078,2019-03-11T17.50.39.078,8.800,0.825,-0.361,0.068
1552341039158,2019-03-11T17.50.39.158,8.880,0.815,-0.378,0.231
1552341039238,2019-03-11T17.50.39.238,8.960,0.816,-0.481,0.230
1552341039318,2019-03-11T17.50.39.318,9.040,0.759,-0.372,0.227
1552341039398,2019-03-11T17.50.39.398,9.120,0.747,-0.338,0.229
1552341039478,2019-03-11T17.50.39.478,9.200,0.792,-0.353,0.230
1552341039558,2019-03-11T17.50.39.558,9.280,1.105,-0.438,0.122
1552341039638,2019-03-11T17.50.39.638,9.360,1.163,-0.292,0.155
1552341039718,2019-03-11T17.50.39.718,9.440,1.145,-0.336,-0.012
1552341039798,2019-03-11T17.50.39.798,9.520,1.186,-0.378,0.077
1552341039878,2019-03-11T17.50.39.878,9.600,1.098,-0.356,0.136
1552341039958,2019-03-11T17.50.39.958,9.680,1.000,-0.295,0.003
1552341040038,2019-03-11T17.50.40.038,9.760,0.896,-0.323,-0.097
1552341040118,2019-03-11T17.50.40.118,9.840,0.896,-0.316,-0.083
1552341040198,2019-03-11T17.50.40.198,9.920,0.792,-0.159,-0.079
1552341040278,2019-03-11T17.50.40.278,10.000,0.733,-0.008,-0.049
1552341040358,2019-03-11T17.50.40.358,10.080,0.798,-0.099,-0.050
1552341040438,2019-03-11T17.50.40.438,10.160,1.042,-0.219,-0.163
1552341040518,2019-03-11T17.50.40.518,10.240,0.979,-0.155,-0.201
1552341040598,2019-03-11T17.50.40.598,10.320,1.042,-0.336,0.012
1552341040678,2019-03-11T17.50.40.678,10.400,0.913,-0.125,0.078
1552341040758,2019-03-11T17.50.40.758,10.480,0.848,-0.125,0.045
1552341040838,2019-03-11T17.50.40.838,10.560,0.957,-0.186,0.054
1552341040918,2019-03-11T17.50.40.918,10.640,0.987,-0.212,0.063
1552341040998,2019-03-11T17.50.40.998,10.720,0.959,-0.163,0.053
1552341041078,2019-03-11T17.50.41.078,10.800,0.993,-0.219,0.038
1552341041158,2019-03-11T17.50.41.158,10.880,1.004,-0.180,0.030
1552341041238,2019-03-11T17.50.41.238,10.960,0.995,-0.108,0.018
1552341041318,2019-03-11T17.50.41.318,11.040,1.015,-0.077,0.040
1552341041398,2019-03-11T17.50.41.398,11.120,1.039,-0.075,0.043
1552341041478,2019-03-11T17.50.41.478,11.200,1.000,-0.064,0.024
1552341041558,2019-03-11T17.50.41.558,11.280,0.999,-0.061,0.008
