x,y,z
0.0,-1.5003333333333335,-0.7110000000000003
0.0,-1.0726666666666669,-0.6939999999999998
0.0,-1.5663333333333338,-0.7086666666666668
0.0,-0.9516666666666665,-0.7043333333333336
0.0,-1.5380000000000003,-0.8096666666666666
