epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1554150530384,2019-04-01T16.28.50.384,6.560,0.328,-0.916,-0.014
1554150530464,2019-04-01T16.28.50.464,6.640,0.350,-0.916,-0.013
1554150530544,2019-04-01T16.28.50.544,6.720,0.370,-0.897,-0.004
1554150530624,2019-04-01T16.28.50.624,6.800,0.396,-0.914,0.008
1554150530704,2019-04-01T16.28.50.704,6.880,0.410,-0.914,0.021
1554150530784,2019-04-01T16.28.50.784,6.960,0.403,-0.910,0.044
1554150530864,2019-04-01T16.28.50.864,7.040,0.362,-0.907,0.042
1554150530944,2019-04-01T16.28.50.944,7.120,0.351,-0.895,0.022
1554150531024,2019-04-01T16.28.51.024,7.200,0.345,-0.913,0.018
1554150531104,2019-04-01T16.28.51.104,7.280,0.320,-0.931,0.011
1554150531184,2019-04-01T16.28.51.184,7.360,0.316,-0.930,0.018
1554150531264,2019-04-01T16.28.51.264,7.440,0.301,-0.934,0.003
1554150531344,2019-04-01T16.28.51.344,7.520,0.292,-0.915,-0.009
1554150531424,2019-04-01T16.28.51.424,7.600,0.328,-0.903,-0.015
1554150531504,2019-04-01T16.28.51.504,7.680,0.365,-0.927,-0.007
1554150531584,2019-04-01T16.28.51.584,7.760,0.360,-0.919,-0.004
1554150531664,2019-04-01T16.28.51.664,7.840,0.341,-0.917,-0.019
1554150531744,2019-04-01T16.28.51.744,7.920,0.346,-0.910,-0.049
1554150531824,2019-04-01T16.28.51.824,8.000,0.349,-0.927,-0.077
1554150531904,2019-04-01T16.28.51.904,8.080,0.365,-0.920,-0.081
1554150531984,2019-04-01T16.28.51.984,8.160,0.369,-0.938,-0.089
1554150532064,2019-04-01T16.28.52.064,8.240,0.350,-0.964,-0.089
1554150532144,2019-04-01T16.28.52.144,8.320,0.285,-0.909,-0.100
1554150532224,2019-04-01T16.28.52.224,8.400,0.211,-0.947,-0.157
1554150532304,2019-04-01T16.28.52.304,8.480,0.119,-0.975,-0.224
1554150532384,2019-04-01T16.28.52.384,8.560,0.077,-0.940,-0.217
1554150532464,2019-04-01T16.28.52.464,8.640,0.032,-0.948,-0.152
1554150532544,2019-04-01T16.28.52.544,8.720,0.011,-0.965,-0.146
1554150532624,2019-04-01T16.28.52.624,8.800,0.036,-0.970,-0.123
1554150532704,2019-04-01T16.28.52.704,8.880,-0.009,-0.963,-0.105
1554150532784,2019-04-01T16.28.52.784,8.960,-0.045,-0.956,-0.091
1554150532864,2019-04-01T16.28.52.864,9.040,0.014,-0.977,-0.034
1554150532944,2019-04-01T16.28.52.944,9.120,0.093,-0.982,0.026
1554150533024,2019-04-01T16.28.53.024,9.200,0.121,-0.979,0.068
1554150533104,2019-04-01T16.28.53.104,9.280,0.188,-0.997,0.013
1554150533184,2019-04-01T16.28.53.184,9.360,0.236,-0.884,-0.037
1554150533264,2019-04-01T16.28.53.264,9.440,0.408,-0.902,-0.057
1554150533344,2019-04-01T16.28.53.344,9.520,0.332,-0.942,-0.049
1554150533424,2019-04-01T16.28.53.424,9.600,0.344,-0.878,-0.054
1554150533504,2019-04-01T16.28.53.504,9.680,0.373,-0.894,-0.081
1554150533584,2019-04-01T16.28.53.584,9.760,0.372,-0.883,-0.060
1554150533664,2019-04-01T16.28.53.664,9.840,0.383,-0.914,-0.103
1554150533744,2019-04-01T16.28.53.744,9.920,0.371,-0.988,-0.083
1554150533824,2019-04-01T16.28.53.824,10.000,0.354,-1.108,-0.063
1554150533904,2019-04-01T16.28.53.904,10.080,0.330,-1.011,-0.137
1554150533984,2019-04-01T16.28.53.984,10.160,0.162,-0.759,-0.168
1554150534064,2019-04-01T16.28.54.064,10.240,0.228,-0.949,-0.084
1554150534144,2019-04-01T16.28.54.144,10.320,0.207,-0.910,0.032
1554150534224,2019-04-01T16.28.54.224,10.400,0.215,-0.854,0.051
1554150534304,2019-04-01T16.28.54.304,10.480,0.208,-0.912,0.058
1554150534384,2019-04-01T16.28.54.384,10.560,0.224,-0.928,0.023
1554150534464,2019-04-01T16.28.54.464,10.640,0.270,-1.040,0.031
1554150534544,2019-04-01T16.28.54.544,10.720,0.375,-1.123,-0.037
1554150534624,2019-04-01T16.28.54.624,10.800,0.406,-0.880,-0.134
1554150534704,2019-04-01T16.28.54.704,10.880,0.366,-0.843,-0.192
1554150534784,2019-04-01T16.28.54.784,10.960,0.275,-0.876,-0.103
1554150534864,2019-04-01T16.28.54.864,11.040,0.344,-0.799,-0.026
1554150534944,2019-04-01T16.28.54.944,11.120,0.346,-0.884,0.001
1554150535024,2019-04-01T16.28.55.024,11.200,0.308,-0.895,0.033
1554150535104,2019-04-01T16.28.55.104,11.280,0.312,-1.016,0.060
1554150535184,2019-04-01T16.28.55.184,11.360,0.291,-1.205,0.018
1554150535264,2019-04-01T16.28.55.264,11.440,0.328,-0.929,-0.074
1554150535344,2019-04-01T16.28.55.344,11.520,0.218,-0.812,-0.131
1554150535424,2019-04-01T16.28.55.424,11.600,0.329,-0.962,-0.053
1554150535504,2019-04-01T16.28.55.504,11.680,0.408,-0.825,0.020
1554150535584,2019-04-01T16.28.55.584,11.760,0.340,-0.869,-0.058
1554150535664,2019-04-01T16.28.55.664,11.840,0.342,-0.911,-0.105
1554150535744,2019-04-01T16.28.55.744,11.920,0.334,-0.844,-0.210
1554150535824,2019-04-01T16.28.55.824,12.000,0.291,-1.014,-0.256
1554150535904,2019-04-01T16.28.55.904,12.080,0.377,-0.978,-0.208
1554150535984,2019-04-01T16.28.55.984,12.160,0.456,-0.812,-0.224
1554150536064,2019-04-01T16.28.56.064,12.240,0.583,-0.806,-0.166
1554150536144,2019-04-01T16.28.56.144,12.320,0.565,-0.851,-0.138
1554150536224,2019-04-01T16.28.56.224,12.400,0.533,-0.814,-0.131
1554150536304,2019-04-01T16.28.56.304,12.480,0.549,-0.834,-0.154
1554150536384,2019-04-01T16.28.56.384,12.560,0.489,-0.842,-0.152
1554150536464,2019-04-01T16.28.56.464,12.640,0.483,-0.792,-0.173
1554150536544,2019-04-01T16.28.56.544,12.720,0.500,-0.863,-0.200
1554150536624,2019-04-01T16.28.56.624,12.800,0.450,-0.919,-0.132
1554150536704,2019-04-01T16.28.56.704,12.880,0.328,-0.893,-0.096
1554150536784,2019-04-01T16.28.56.784,12.960,0.318,-0.860,-0.094
1554150536864,2019-04-01T16.28.56.864,13.040,0.283,-0.973,-0.083
1554150536944,2019-04-01T16.28.56.944,13.120,0.193,-0.948,-0.088
1554150537024,2019-04-01T16.28.57.024,13.200,0.156,-0.983,-0.066
1554150537104,2019-04-01T16.28.57.104,13.280,0.145,-0.994,-0.016
1554150537184,2019-04-01T16.28.57.184,13.360,0.164,-0.938,0.021
1554150537264,2019-04-01T16.28.57.264,13.440,0.113,-0.945,-0.020
1554150537344,2019-04-01T16.28.57.344,13.520,0.122,-0.979,-0.054
1554150537424,2019-04-01T16.28.57.424,13.600,0.211,-1.010,-0.030
1554150537504,2019-04-01T16.28.57.504,13.680,0.274,-1.047,0.012
1554150537584,2019-04-01T16.28.57.584,13.760,0.282,-0.849,0.050
1554150537664,2019-04-01T16.28.57.664,13.840,0.259,-0.911,0.039
1554150537744,2019-04-01T16.28.57.744,13.920,0.259,-0.943,0.075
1554150537824,2019-04-01T16.28.57.824,14.000,0.254,-0.932,0.108
1554150537904,2019-04-01T16.28.57.904,14.080,0.243,-0.937,0.105
1554150537984,2019-04-01T16.28.57.984,14.160,0.210,-0.931,0.095
1554150538064,2019-04-01T16.28.58.064,14.240,0.218,-0.945,0.134
1554150538144,2019-04-01T16.28.58.144,14.320,0.245,-0.940,0.141
1554150538224,2019-04-01T16.28.58.224,14.400,0.243,-0.927,0.120
1554150538304,2019-04-01T16.28.58.304,14.480,0.274,-0.945,0.097
1554150538384,2019-04-01T16.28.58.384,14.560,0.284,-0.940,0.063
1554150538464,2019-04-01T16.28.58.464,14.640,0.286,-0.927,0.046
1554150538544,2019-04-01T16.28.58.544,14.720,0.259,-0.948,0.064
1554150538624,2019-04-01T16.28.58.624,14.800,0.229,-0.957,0.077
1554150538704,2019-04-01T16.28.58.704,14.880,0.227,-0.948,0.102
1554150538784,2019-04-01T16.28.58.784,14.960,0.235,-0.946,0.105
1554150538864,2019-04-01T16.28.58.864,15.040,0.255,-0.932,0.103
1554150538944,2019-04-01T16.28.58.944,15.120,0.277,-0.886,0.095
1554150539024,2019-04-01T16.28.59.024,15.200,0.333,-0.845,0.072
1554150539104,2019-04-01T16.28.59.104,15.280,0.454,-0.960,0.037
1554150539184,2019-04-01T16.28.59.184,15.360,0.363,-0.950,0.022
1554150539264,2019-04-01T16.28.59.264,15.440,0.326,-0.903,-0.015
1554150539344,2019-04-01T16.28.59.344,15.520,0.470,-0.932,0.058
1554150539424,2019-04-01T16.28.59.424,15.600,0.395,-0.835,-0.026
1554150539504,2019-04-01T16.28.59.504,15.680,0.378,-0.880,-0.074
1554150539584,2019-04-01T16.28.59.584,15.760,0.375,-1.054,-0.052
1554150539664,2019-04-01T16.28.59.664,15.840,0.312,-0.987,-0.089
1554150539744,2019-04-01T16.28.59.744,15.920,0.227,-0.910,0.013
1554150539824,2019-04-01T16.28.59.824,16.000,0.173,-0.821,-0.061
1554150539904,2019-04-01T16.28.59.904,16.080,0.142,-1.010,-0.086
1554150539984,2019-04-01T16.28.59.984,16.160,0.167,-1.002,-0.027
1554150540064,2019-04-01T16.29.00.064,16.240,0.062,-0.966,-0.071
1554150540144,2019-04-01T16.29.00.144,16.320,0.075,-0.956,-0.061
1554150540224,2019-04-01T16.29.00.224,16.400,0.140,-0.956,-0.024
1554150540304,2019-04-01T16.29.00.304,16.480,0.116,-0.975,-0.100
1554150540384,2019-04-01T16.29.00.384,16.560,0.038,-0.971,-0.092
1554150540464,2019-04-01T16.29.00.464,16.640,0.124,-0.977,-0.045
1554150540544,2019-04-01T16.29.00.544,16.720,0.271,-0.960,-0.051
1554150540624,2019-04-01T16.29.00.624,16.800,0.256,-0.827,-0.116
1554150540704,2019-04-01T16.29.00.704,16.880,0.345,-0.828,-0.182
1554150540784,2019-04-01T16.29.00.784,16.960,0.430,-0.849,-0.297
1554150540864,2019-04-01T16.29.00.864,17.040,0.440,-0.912,-0.344
1554150540944,2019-04-01T16.29.00.944,17.120,0.534,-0.857,-0.342
1554150541024,2019-04-01T16.29.01.024,17.200,0.612,-0.792,-0.308
1554150541104,2019-04-01T16.29.01.104,17.280,0.596,-0.776,-0.294
1554150541184,2019-04-01T16.29.01.184,17.360,0.575,-0.737,-0.346
1554150541264,2019-04-01T16.29.01.264,17.440,0.582,-0.755,-0.251
1554150541344,2019-04-01T16.29.01.344,17.520,0.495,-0.806,-0.182
1554150541424,2019-04-01T16.29.01.424,17.600,0.355,-0.807,-0.115
1554150541504,2019-04-01T16.29.01.504,17.680,0.245,-1.055,-0.171
1554150541584,2019-04-01T16.29.01.584,17.760,0.148,-1.085,-0.207
