elapsed (s),x-axis (g),y-axis (g),z-axis (g),fall
653.1990000000002,0.192,-0.248,-0.746,0
653.279,0.063,-0.262,-0.8340000000000001,0
653.359,0.07,-0.491,-1.096,0
653.439,0.131,-0.6779999999999999,-1.194,0
653.519,0.08199999999999999,-0.887,-1.345,0
653.599,-0.018000000000000002,-0.693,-0.911,0
653.679,0.053,-0.588,-0.831,0
653.759,0.321,-0.601,-0.727,0
653.839,0.442,-0.536,-0.662,0
653.919,0.532,-0.373,-0.71,0
653.999,0.484,-0.456,-0.5429999999999999,0
654.0790000000002,0.345,-0.57,-0.34,0
654.159,0.526,-0.544,-0.3,0
654.239,0.562,-0.579,-0.505,0
654.319,0.29600000000000004,-0.818,-0.628,0
654.399,0.051,-0.937,-0.333,0
654.479,-0.059,-0.987,-0.181,0
654.559,-0.07400000000000001,-0.812,-0.166,0
654.639,0.061,-0.7909999999999999,-0.294,0
654.719,0.142,-0.909,-0.28600000000000003,0
654.799,0.292,-0.8909999999999999,-0.306,0
654.879,0.28800000000000003,-0.87,-0.391,0
654.9590000000002,0.305,-0.8909999999999999,-0.47,0
655.039,0.418,-0.959,-0.5589999999999999,0
655.119,0.575,-0.898,-0.568,0
655.1990000000002,0.322,-0.6759999999999999,-0.535,0
655.279,0.326,-0.7040000000000001,-0.379,0
655.359,0.386,-0.6809999999999999,-0.358,0
655.439,0.483,-0.7390000000000001,-0.35700000000000004,0
655.5189999999999,0.401,-0.78,-0.373,0
655.5989999999998,0.39,-0.8440000000000001,-0.519,0
655.679,0.385,-1.018,-0.5720000000000001,0
655.7589999999999,0.215,-0.792,-0.519,0
655.8389999999998,0.031,-0.495,-0.5760000000000001,0
655.919,0.208,-0.946,-0.625,0
655.9989999999998,0.195,-0.805,-0.415,0
656.079,0.184,-0.758,-0.461,0
656.159,0.2,-0.7929999999999999,-0.422,0
656.2389999999998,0.359,-0.838,-0.531,0
656.319,0.541,-0.963,-0.581,0
656.3989999999999,0.316,-0.6890000000000001,-0.417,0
656.4789999999998,0.364,-0.551,-0.525,0
656.559,0.526,-0.879,-0.541,0
656.6389999999999,0.41,-0.718,-0.421,0
656.7189999999998,0.505,-0.6920000000000001,-0.329,0
656.799,0.72,-0.7659999999999999,-0.468,0
656.8789999999998,0.5660000000000001,-0.852,-0.64,0
656.959,0.368,-0.795,-0.293,0
657.039,0.377,-0.667,-0.358,0
657.1189999999998,0.4370000000000001,-0.882,-0.28600000000000003,0
657.199,0.516,-0.8009999999999999,-0.29,0
657.279,0.574,-0.762,-0.311,0
657.3589999999998,0.6409999999999999,-0.816,-0.377,0
657.439,0.35200000000000004,-0.679,-0.422,0
657.5189999999999,0.294,-0.848,-0.34700000000000003,0
657.5989999999998,0.151,-0.922,-0.275,0
657.679,0.033,-0.961,-0.246,0
657.7589999999999,0.076,-1.007,-0.237,0
657.8389999999998,0.08800000000000001,-0.93,-0.247,0
657.919,0.066,-0.945,-0.159,0
657.9989999999998,0.104,-0.908,-0.14800000000000002,0
658.079,0.214,-0.913,-0.122,0
658.159,0.35100000000000003,-0.933,-0.09,0
658.2389999999998,0.312,-0.911,-0.087,0
658.319,0.317,-0.916,-0.101,0
658.3989999999999,0.342,-0.897,-0.127,0
658.4789999999998,0.392,-0.905,-0.16,0
658.559,0.4370000000000001,-0.901,-0.215,0
658.6389999999999,0.396,-0.8640000000000001,-0.332,0
658.7189999999998,0.491,-0.8140000000000001,-0.138,0
658.799,0.4370000000000001,-0.853,-0.18,0
658.8789999999998,0.482,-0.875,-0.242,0
658.959,0.5489999999999999,-0.816,-0.237,0
659.039,0.586,-0.8140000000000001,-0.188,0
659.1189999999998,0.564,-0.94,-0.16699999999999998,0
659.199,0.353,-0.894,-0.124,0
659.279,0.235,-0.895,-0.254,0
659.3589999999998,0.289,-0.8,-0.242,0
659.439,0.27,-0.84,-0.233,0
659.5189999999999,0.224,-0.948,-0.259,0
659.5989999999998,0.21600000000000005,-0.913,-0.246,0
659.679,0.238,-0.911,-0.251,0
659.7589999999999,0.107,-0.981,-0.14,0
659.8389999999998,0.166,-0.946,-0.12,0
659.919,0.173,-0.931,-0.187,0
659.9989999999998,0.227,-0.926,-0.209,0
660.079,0.314,-1.0,-0.218,0
660.159,0.376,-0.901,-0.231,0
660.2389999999998,0.374,-0.841,-0.268,0
660.319,0.414,-0.802,-0.268,0
660.3989999999999,0.493,-0.773,-0.29600000000000004,0
660.4789999999998,0.525,-0.8079999999999999,-0.308,0
660.559,0.52,-0.8959999999999999,-0.289,0
660.6389999999999,0.498,-0.731,-0.21600000000000005,0
660.7189999999998,0.5379999999999999,-0.862,-0.263,0
660.799,0.403,-0.911,-0.247,0
660.8789999999998,0.35,-0.8059999999999999,-0.225,0
660.959,0.416,-0.884,-0.19,0
661.039,0.353,-0.871,-0.219,0
661.1189999999998,0.342,-0.892,-0.199,0
661.199,0.336,-0.885,-0.194,0
661.279,0.375,-0.892,-0.191,0
661.3589999999998,0.39,-0.914,-0.151,0
661.439,0.407,-0.887,-0.129,0
661.5189999999999,0.394,-0.8809999999999999,-0.14300000000000002,0
661.5989999999998,0.386,-0.875,-0.152,0
661.679,0.3720000000000001,-0.88,-0.153,0
661.7589999999999,0.378,-0.906,-0.13699999999999998,0
661.8389999999998,0.371,-0.898,-0.136,0
661.919,0.391,-0.88,-0.146,0
661.9989999999998,0.362,-0.866,-0.232,0
662.079,0.368,-0.879,-0.214,0
662.159,0.447,-0.826,-0.147,0
662.2389999999998,0.52,-0.815,-0.201,0
662.319,0.573,-0.809,-0.247,0
662.3989999999999,0.5660000000000001,-0.8340000000000001,-0.246,0
662.4789999999998,0.564,-0.8059999999999999,-0.203,0
662.559,0.575,-0.792,-0.181,0
662.6389999999999,0.529,-0.797,-0.174,0
662.7189999999998,0.515,-0.843,-0.142,0
662.799,0.452,-0.857,-0.132,0
662.8789999999998,0.332,-0.866,-0.172,0
662.959,0.272,-0.8859999999999999,-0.211,0
663.039,0.273,-0.889,-0.194,0
663.1189999999998,0.298,-0.915,-0.174,0
663.199,0.207,-0.986,-0.275,0
663.279,0.161,-0.944,-0.182,0
663.3589999999998,0.185,-0.943,-0.174,0
663.439,0.2,-0.897,-0.204,0
663.5189999999999,0.197,-0.911,-0.187,0
663.5989999999998,0.212,-0.936,-0.218,0
663.679,0.243,-0.948,-0.18600000000000005,0
663.7589999999999,0.35700000000000004,-0.972,-0.195,0
663.8389999999998,0.375,-0.922,-0.247,0
663.919,0.301,-0.8220000000000001,-0.232,0
663.9989999999998,0.435,-0.767,-0.285,0
664.079,0.532,-0.915,-0.315,0
664.159,0.507,-0.8290000000000001,-0.236,0
664.2389999999998,0.534,-0.7140000000000001,-0.273,0
664.319,0.555,-0.7829999999999999,-0.336,0
664.3989999999999,0.552,-0.833,-0.267,0
664.4789999999998,0.4270000000000001,-0.799,-0.253,0
664.559,0.332,-0.8490000000000001,-0.252,0
664.6389999999999,0.238,-0.8420000000000001,-0.303,0
664.7189999999998,0.21,-0.974,-0.333,0
664.799,0.153,-1.017,-0.326,0
664.8789999999998,0.083,-0.903,-0.362,0
664.959,0.059,-0.933,-0.355,0
665.039,-0.008,-0.911,-0.35100000000000003,0
665.1189999999998,-0.064,-0.866,-0.319,0
665.199,-0.043,-0.883,-0.298,0
665.279,-0.034,-0.903,-0.333,0
665.3589999999998,0.029,-0.912,-0.378,0
665.439,0.139,-0.867,-0.36,0
665.5189999999999,0.261,-0.7909999999999999,-0.35,0
665.5989999999998,0.389,-0.875,-0.413,0
665.679,0.394,-0.8690000000000001,-0.416,0
665.7589999999999,0.467,-0.7609999999999999,-0.395,0
665.8389999999998,0.501,-0.746,-0.474,0
665.919,0.475,-0.8440000000000001,-0.418,0
665.9989999999998,0.511,-0.75,-0.399,0
666.079,0.504,-0.8140000000000001,-0.366,0
666.159,0.431,-0.821,-0.321,0
666.2389999999998,0.439,-0.823,-0.304,0
666.319,0.44,-0.8440000000000001,-0.266,0
666.3989999999999,0.473,-0.835,-0.232,0
666.4789999999998,0.482,-0.8170000000000001,-0.202,0
666.559,0.59,-0.8170000000000001,-0.202,0
666.6389999999999,0.539,-0.8079999999999999,-0.264,0
666.7189999999998,0.457,-0.8590000000000001,-0.277,0
666.799,0.4270000000000001,-0.853,-0.254,0
666.8789999999998,0.342,-0.875,-0.21,0
666.959,0.245,-0.898,-0.192,0
667.039,0.212,-0.932,-0.16399999999999998,0
667.1189999999998,0.235,-0.939,-0.116,0
667.199,0.231,-0.923,-0.08199999999999999,0
667.279,0.229,-0.93,-0.075,0
667.3589999999998,0.27,-0.938,-0.069,0
667.439,0.258,-0.931,-0.102,0
667.5189999999999,0.238,-0.926,-0.12,0
667.5989999999998,0.225,-0.951,-0.16,0
667.679,0.301,-0.904,-0.182,0
667.7589999999999,0.261,-0.911,-0.217,0
667.8389999999998,0.32,-0.894,-0.172,0
667.919,0.34,-0.892,-0.166,0
667.9989999999998,0.247,-0.888,-0.231,0
668.079,0.35,-0.8540000000000001,-0.299,0
668.159,0.402,-0.878,-0.348,0
668.2389999999998,0.414,-0.8440000000000001,-0.374,0
668.319,0.484,-0.8240000000000001,-0.416,0
668.3989999999999,0.54,-0.792,-0.413,0
668.4789999999998,0.494,-0.797,-0.375,0
668.559,0.417,-0.847,-0.354,0
668.6389999999999,0.322,-0.882,-0.281,0
668.7189999999998,0.279,-0.85,-0.309,0
668.799,0.26,-0.898,-0.272,0
668.8789999999998,0.239,-0.9,-0.251,0
668.959,0.239,-0.8859999999999999,-0.248,0
669.039,0.27,-0.894,-0.247,0
669.1189999999998,0.284,-0.914,-0.235,0
669.199,0.294,-0.915,-0.214,0
669.279,0.306,-0.921,-0.184,0
669.3589999999998,0.303,-0.915,-0.163,0
669.439,0.32,-0.901,-0.14,0
669.5189999999999,0.31,-0.919,-0.136,0
669.5989999999998,0.311,-0.92,-0.122,0
669.679,0.305,-0.916,-0.131,0
669.7589999999999,0.314,-0.917,-0.134,0
669.8389999999998,0.324,-0.912,-0.135,0
669.919,0.338,-0.917,-0.138,0
669.9989999999998,0.344,-0.907,-0.13699999999999998,0
670.079,0.336,-0.908,-0.14800000000000002,0
670.159,0.326,-0.91,-0.157,0
670.2389999999998,0.325,-0.912,-0.16399999999999998,0
670.319,0.329,-0.91,-0.163,0
670.3989999999999,0.322,-0.91,-0.16699999999999998,0
670.4789999999998,0.332,-0.91,-0.159,0
670.559,0.336,-0.902,-0.157,0
670.6389999999999,0.331,-0.921,-0.155,0
670.7189999999998,0.32,-0.911,-0.163,0
670.799,0.321,-0.916,-0.16699999999999998,0
670.8789999999998,0.311,-0.912,-0.16,0
670.959,0.304,-0.913,-0.14300000000000002,0
671.039,0.297,-0.92,-0.154,0
671.1189999999998,0.297,-0.92,-0.149,0
671.199,0.304,-0.92,-0.126,1
671.279,0.31,-0.921,-0.133,1
671.3589999999998,0.325,-0.91,-0.122,1
671.439,0.329,-0.908,-0.111,1
671.5189999999999,0.327,-0.927,-0.142,1
671.5989999999998,0.308,-0.93,-0.177,1
671.679,0.319,-0.902,-0.14400000000000002,1
671.7589999999999,0.311,-0.921,-0.135,1
671.8389999999998,0.309,-0.923,-0.14400000000000002,1
671.919,0.326,-0.907,-0.146,1
671.9989999999998,0.29600000000000004,-0.916,-0.165,1
672.079,0.299,-0.901,-0.16699999999999998,1
672.159,0.303,-0.912,-0.185,1
672.2389999999998,0.315,-0.928,-0.16699999999999998,1
672.319,0.317,-0.922,-0.13,1
672.3989999999999,0.312,-0.888,-0.134,1
672.4789999999998,0.3,-0.936,-0.097,1
672.559,0.302,-0.961,-0.125,1
672.6389999999999,0.301,-0.908,-0.174,1
672.7189999999998,0.292,-0.921,-0.139,1
672.799,0.279,-0.915,-0.094,1
672.8789999999998,0.29,-0.944,-0.118,1
672.959,0.278,-0.924,-0.145,1
673.039,0.305,-0.931,-0.128,1
673.1189999999998,0.307,-0.918,-0.116,1
673.199,0.266,-0.904,-0.107,1
673.279,0.287,-0.926,-0.105,1
673.3589999999998,0.275,-0.939,-0.146,1
673.439,0.273,-0.909,-0.151,1
673.5189999999999,0.273,-0.911,-0.134,1
673.5989999999998,0.28,-0.951,-0.114,1
673.679,0.246,-0.979,-0.154,1
673.7589999999999,0.229,-0.946,-0.156,1
673.8389999999998,0.202,-0.939,-0.131,1
673.919,0.19,-0.93,-0.13,1
673.9989999999998,0.19,-0.94,-0.14400000000000002,1
674.079,0.206,-0.911,-0.154,1
674.159,0.212,-0.924,-0.187,1
674.2389999999998,0.154,-0.978,-0.223,1
674.319,0.16,-0.992,-0.234,1
674.3989999999999,0.17600000000000002,-0.936,-0.239,1
674.4789999999998,0.208,-0.856,-0.226,1
674.559,0.334,-0.861,-0.242,1
674.6389999999999,0.404,-0.887,-0.29,1
674.7189999999998,0.409,-0.847,-0.282,1
674.799,0.401,-0.923,-0.312,0
674.8789999999998,0.454,-0.887,-0.223,0
674.959,0.529,-0.787,-0.17600000000000002,0
675.039,0.479,-0.7929999999999999,-0.201,0
675.1189999999998,0.467,-0.8140000000000001,-0.264,0
675.199,0.5,-0.8390000000000001,-0.28,0
675.279,0.468,-0.85,-0.268,0
675.3589999999998,0.48,-0.802,-0.248,0
675.439,0.524,-0.8079999999999999,-0.233,0
675.5189999999999,0.464,-0.8420000000000001,-0.203,0
675.5989999999998,0.389,-0.8640000000000001,-0.2,0
675.679,0.321,-0.86,-0.227,0
675.7589999999999,0.278,-0.857,-0.28,0
675.8389999999998,0.223,-0.954,-0.32,0
675.919,0.19,-0.957,-0.312,0
675.9989999999998,0.209,-0.95,-0.29,0
676.079,0.16899999999999998,-0.921,-0.226,0
676.159,0.191,-0.925,-0.168,0
676.2389999999998,0.256,-0.934,-0.139,0
676.319,0.21600000000000005,-0.892,-0.187,0
676.3989999999999,0.235,-0.92,-0.284,0
676.4789999999998,0.245,-0.906,-0.336,0
676.559,0.185,-0.915,-0.331,0
676.6389999999999,0.196,-0.91,-0.32299999999999995,0
676.7189999999998,0.146,-0.897,-0.36,0
676.799,0.124,-0.924,-0.364,0
676.8789999999998,0.112,-0.929,-0.35600000000000004,0
676.959,0.11,-0.915,-0.355,0
677.039,0.159,-0.901,-0.332,0
677.1189999999998,0.13699999999999998,-0.91,-0.329,0
677.199,0.104,-0.911,-0.305,0
677.279,0.101,-0.89,-0.298,0
677.3589999999998,0.116,-0.932,-0.29600000000000004,0
677.439,0.135,-0.934,-0.316,0
677.5189999999999,0.16699999999999998,-0.8059999999999999,-0.29100000000000004,0
677.5989999999998,0.07400000000000001,-0.621,-0.363,0
677.679,-0.093,-0.901,-0.878,0
677.7589999999999,0.163,-0.448,-0.741,0
677.8389999999998,0.672,-0.278,-0.478,0
677.919,0.8640000000000001,-0.818,-0.002,0
677.9989999999998,0.674,-0.481,0.102,0
678.079,0.334,-0.426,-0.008,0
678.159,0.438,-0.607,-0.15,0
678.2389999999998,0.518,-0.5579999999999999,-0.16699999999999998,0
678.319,0.69,-0.402,0.507,0
678.3989999999999,1.676,-0.223,2.451,0
678.4789999999998,-0.135,0.16699999999999998,1.947,0
678.559,-0.126,-0.227,0.944,0
678.6389999999999,0.219,-0.305,0.974,0
678.7189999999998,0.402,-0.16399999999999998,1.05,0
678.799,0.416,-0.203,0.939,0
678.8789999999998,0.276,-0.32299999999999995,0.879,0
678.959,0.338,-0.37,0.856,0
679.039,0.321,-0.35200000000000004,0.8740000000000001,0
679.1189999999998,0.362,-0.29600000000000004,0.875,0
679.199,0.407,-0.318,0.8440000000000001,0
679.279,0.453,-0.297,0.872,0
679.3589999999998,0.482,-0.333,0.872,0
679.439,0.494,-0.339,0.815,0
679.5189999999999,0.457,-0.335,0.79,0
679.5989999999998,0.431,-0.333,0.792,0
679.679,0.383,-0.403,0.887,0
679.7589999999999,0.328,-0.34700000000000003,0.857,0
679.8389999999998,0.312,-0.388,0.8079999999999999,0
679.919,0.307,-0.37,0.862,0
679.9989999999998,0.35700000000000004,-0.34600000000000003,0.867,0
680.079,0.251,-0.383,0.887,0
680.159,0.2,-0.358,0.945,0
680.2389999999998,0.183,-0.389,0.975,0
680.319,0.146,-0.361,1.026,0
680.3989999999999,-0.062,-0.487,1.127,0
680.4789999999998,-0.09,-0.6970000000000001,0.855,0
680.559,0.041,-0.542,0.586,0
680.6389999999999,-0.202,-0.716,0.264,0
680.7189999999998,-0.297,-0.772,0.272,0
680.799,-0.28300000000000003,-0.8690000000000001,0.412,0
680.8789999999998,-0.536,-0.838,0.271,0
680.959,-0.435,-0.8109999999999999,0.181,0
681.039,-0.104,-0.936,0.446,0
681.1189999999998,-0.17800000000000002,-0.897,0.574,0
681.199,-0.149,-0.861,0.279,0
681.279,-0.225,-0.873,0.238,0
681.3589999999998,-0.409,-0.7809999999999999,-0.017,0
681.439,-0.569,-0.7,-0.355,0
681.5189999999999,-0.561,-0.5720000000000001,-0.421,0
681.5989999999998,-0.654,-0.421,-0.404,0
681.679,-0.6459999999999999,-0.411,-0.5479999999999999,0
681.7589999999999,-0.607,-0.274,-0.601,0
681.8389999999998,-0.802,-0.503,-0.926,0
681.919,-0.667,-0.465,-0.544,0
681.9989999999998,-0.6659999999999999,-0.132,-0.588,0
682.079,-0.812,-0.14,-0.939,0
682.159,-0.696,-0.232,-0.884,0
682.2389999999998,-0.609,-0.102,-0.866,0
682.319,-0.8440000000000001,-0.092,-0.882,0
682.3989999999999,-0.659,-0.256,-0.922,0
682.4789999999998,-0.358,-0.34700000000000003,-1.062,0
682.559,-0.175,-0.436,-1.133,0
682.6389999999999,-0.174,-0.29100000000000004,-0.958,0
682.7189999999998,-0.069,-0.266,-1.123,0
682.799,-0.034,-0.436,-0.994,0
682.8789999999998,0.062,-0.56,-0.847,0
682.959,-0.035,-0.547,-0.888,0
683.039,0.015,-0.672,-0.604,0
683.1189999999998,0.33,-0.679,-0.478,0
683.199,0.431,-0.7190000000000001,-0.6809999999999999,0
683.279,0.35700000000000004,-0.8140000000000001,-0.737,0
683.3589999999998,0.256,-0.959,-0.496,0
683.439,-0.08800000000000001,-0.6759999999999999,-0.348,0
683.5189999999999,-0.456,-0.684,-0.277,0
683.5989999999998,-0.5770000000000001,-0.757,-0.451,0
683.679,-0.112,-0.985,-0.235,0
683.7589999999999,0.005,-1.061,0.104,0
683.8389999999998,0.008,-0.688,-0.145,0
683.919,0.131,-0.7559999999999999,-0.331,0
683.9989999999998,0.34700000000000003,-1.07,-0.787,0
684.079,0.45,-0.8240000000000001,-0.626,0
684.159,0.299,-0.868,-0.409,0
684.2389999999998,0.241,-0.813,-0.265,0
684.319,0.061,-0.899,-0.37,0
684.3989999999999,0.206,-0.974,-0.2,0
684.4789999999998,0.147,-0.799,-0.46,0
684.559,-0.02,-0.647,-0.578,0
684.6389999999999,0.102,-0.6859999999999999,-0.531,0
684.7189999999998,0.162,-0.72,-0.743,0
684.799,0.263,-0.897,-0.68,0
684.8789999999998,0.214,-0.716,-0.412,0
684.959,0.307,-0.7559999999999999,-0.322,0
685.039,0.087,-0.695,-0.385,0
685.1189999999998,-0.044,-0.409,-0.42,0
685.199,0.0,-0.48,-0.583,0
685.279,0.042,-0.972,-0.898,0
685.3589999999998,-0.03,-1.128,-1.501,0
685.439,0.028,-1.122,-1.081,0
685.5189999999999,-0.07,-0.825,-0.855,0
685.5989999999998,0.05,-0.706,-0.615,0
685.679,0.353,-0.643,-0.476,0
685.7589999999999,0.5329999999999999,-0.612,-0.639,0
685.8389999999998,0.428,-0.622,-0.594,0
685.919,0.419,-0.415,-0.6829999999999999,0
685.9989999999998,0.36,-0.344,-0.644,0
686.079,0.18600000000000005,-0.505,-0.339,0
686.159,0.218,-0.7170000000000001,-0.4370000000000001,0
686.2389999999998,0.271,-0.888,-0.638,0
686.319,0.584,-1.249,-1.07,0
686.3989999999999,0.038,-1.02,-0.721,0
686.4789999999998,0.095,-0.794,-0.551,0
686.559,0.08800000000000001,-0.922,-0.78,0
686.6389999999999,-0.047,-1.094,-0.6859999999999999,0
686.7189999999998,-0.086,-1.022,-0.501,0
686.799,-0.161,-0.74,-0.441,0
686.8789999999998,-0.073,-0.679,-0.476,0
686.959,0.07200000000000001,-0.6920000000000001,-0.491,0
687.039,-0.057,-0.782,-0.378,0
687.1189999999998,-0.061,-0.8220000000000001,-0.228,0
687.199,0.07200000000000001,-0.8079999999999999,-0.17600000000000002,0
687.279,0.16,-0.7240000000000001,-0.19,0
687.3589999999998,0.202,-0.73,-0.075,0
687.439,0.142,-0.983,0.06,0
687.5189999999999,0.192,-0.932,-0.093,0
687.5989999999998,0.435,-0.962,-0.31,0
687.679,0.439,-0.944,-0.29600000000000004,0
687.7589999999999,0.398,-0.688,-0.253,0
687.8389999999998,0.636,-0.758,-0.505,0
687.919,0.547,-0.96,-0.412,0
687.9989999999998,0.402,-0.7659999999999999,-0.282,0
688.079,0.43,-0.73,-0.345,0
688.159,0.315,-0.821,-0.293,0
688.2389999999998,0.389,-1.033,-0.3720000000000001,0
688.319,0.17600000000000002,-1.149,-0.238,1
688.3989999999999,0.312,-0.7070000000000001,-0.121,1
688.4789999999998,0.278,-0.634,-0.235,1
688.559,0.19,-1.097,-0.287,1
688.6389999999999,0.187,-0.923,-0.229,1
688.7189999999998,0.138,-0.7559999999999999,-0.328,1
688.799,0.236,-0.968,-0.369,1
688.8789999999998,0.255,-0.836,-0.343,1
688.959,0.211,-0.716,-0.444,1
689.039,0.316,-0.935,-0.458,1
689.1189999999998,0.42,-1.102,-0.326,1
689.199,0.46,-0.8540000000000001,-0.268,1
689.279,0.415,-0.825,-0.264,1
689.3589999999998,0.44,-0.84,-0.224,1
689.439,0.507,-0.8,-0.209,1
689.5189999999999,0.519,-0.81,-0.207,1
689.5989999999998,0.397,-0.971,-0.237,1
689.679,0.184,-0.8690000000000001,-0.276,1
689.7589999999999,0.133,-0.7759999999999999,-0.374,1
689.8389999999998,0.011,-0.973,-0.385,1
689.919,-0.083,-0.925,-0.4320000000000001,1
689.9989999999998,-0.069,-0.918,-0.366,1
690.079,-0.091,-0.927,-0.331,1
690.159,-0.066,-0.926,-0.315,1
690.2389999999998,0.031,-0.877,-0.327,1
690.319,0.123,-0.894,-0.306,1
690.3989999999999,0.185,-0.807,-0.287,1
690.4789999999998,0.321,-0.758,-0.414,1
690.559,0.431,-0.95,-0.482,1
690.6389999999999,0.401,-0.861,-0.488,1
690.7189999999998,0.4370000000000001,-0.784,-0.487,1
690.799,0.457,-0.733,-0.495,1
690.8789999999998,0.458,-0.8809999999999999,-0.472,1
690.959,0.269,-0.804,-0.329,1
691.039,0.309,-0.826,-0.343,1
691.1189999999998,0.271,-0.889,-0.293,1
691.199,0.213,-0.887,-0.321,1
691.279,0.26,-0.894,-0.278,1
691.3589999999998,0.228,-0.938,-0.28300000000000003,1
691.439,0.248,-0.983,-0.241,1
691.5189999999999,0.282,-0.994,-0.105,1
691.5989999999998,0.187,-0.943,-0.093,1
691.679,0.256,-0.895,-0.118,1
691.7589999999999,0.229,-0.911,-0.113,1
691.8389999999998,0.218,-0.86,-0.204,1
691.919,0.185,-0.936,-0.139,1
691.9989999999998,0.184,-0.954,-0.061,1
692.079,0.199,-0.932,0.031,1
692.159,0.045,-0.941,0.011,1
692.2389999999998,0.087,-0.923,0.037000000000000005,1
692.319,0.293,-1.013,-0.067,1
692.3989999999999,0.32299999999999995,-0.964,-0.116,1
692.4789999999998,0.353,-0.952,-0.149,1
692.559,0.281,-0.948,-0.166,1
692.6389999999999,0.259,-0.918,-0.081,1
692.7189999999998,0.21600000000000005,-0.941,0.009000000000000001,1
692.799,0.253,-1.03,0.021,1
692.8789999999998,0.243,-1.04,-0.002,1
692.959,0.14800000000000002,-0.8740000000000001,-0.027000000000000003,1
693.039,0.13,-0.7340000000000001,-0.021,0
693.1189999999998,0.156,-0.944,0.233,0
693.199,0.11,-0.987,0.183,0
693.279,0.26,-1.087,-0.16699999999999998,0
693.3589999999998,0.23,-0.972,0.011,0
693.439,0.252,-0.923,0.019,0
693.5189999999999,0.221,-0.897,-0.006999999999999999,0
693.5989999999998,0.242,-0.858,0.001,0
693.679,0.29100000000000004,-0.951,-0.055,0
693.7589999999999,0.14400000000000002,-1.099,-0.103,0
693.8389999999998,0.225,-0.941,-0.051,0
693.919,0.251,-0.925,-0.037000000000000005,0
693.9989999999998,0.239,-0.927,-0.049,0
694.079,0.202,-0.948,-0.056,0
694.159,0.18,-0.982,-0.039,0
694.2389999999998,0.199,-0.968,-0.031,0
694.319,0.173,-0.929,-0.041,0
694.3989999999999,0.204,-0.957,-0.06,0
694.4789999999998,0.215,-0.967,-0.08199999999999999,0
694.559,0.225,-0.958,-0.075,0
694.6389999999999,0.233,-0.943,-0.069,0
694.7189999999998,0.222,-0.949,-0.068,0
694.799,0.223,-0.961,-0.062,0
694.8789999999998,0.213,-0.957,-0.046,0
694.959,0.195,-0.948,-0.038,0
695.039,0.197,-0.928,-0.01,0
695.1189999999998,0.234,-0.94,-0.008,0
695.199,0.225,-0.988,-0.018000000000000002,0
695.279,0.218,-0.862,-0.044,0
695.3589999999998,0.181,-0.84,-0.037000000000000005,0
695.439,-0.333,-0.621,-0.324,0
695.5189999999999,-0.612,-1.023,-1.188,0
695.5989999999998,-0.017,-0.841,-0.8240000000000001,0
695.679,1.04,0.095,-0.5329999999999999,0
695.7589999999999,1.399,-0.527,-0.08199999999999999,0
695.8389999999998,0.257,-0.831,0.093,0
695.919,-0.028,0.044,-0.289,0
695.9989999999998,0.44,-0.07400000000000001,-0.496,0
696.079,0.94,-0.146,-0.285,0
696.159,2.575,0.14300000000000002,-0.331,0
696.2389999999998,2.317,1.73,1.5419999999999998,0
696.319,0.368,0.304,0.433,0
696.3989999999999,0.598,0.146,0.7909999999999999,0
696.4789999999998,0.588,0.49,0.5529999999999999,0
696.559,0.782,0.459,0.6659999999999999,0
696.6389999999999,0.73,0.424,0.5539999999999999,0
696.7189999999998,0.833,0.307,0.461,0
696.799,0.845,0.23,0.5670000000000001,0
696.8789999999998,0.768,0.28300000000000003,0.5589999999999999,0
696.959,0.828,0.28600000000000003,0.52,0
697.039,0.838,0.218,0.517,0
697.1189999999998,0.8440000000000001,0.196,0.593,0
697.199,0.745,0.267,0.6940000000000001,0
697.279,0.8490000000000001,0.312,0.422,0
697.3589999999998,0.825,0.233,0.585,0
697.439,0.7709999999999999,0.257,0.5479999999999999,0
697.5189999999999,0.838,0.256,0.537,0
697.5989999999998,0.825,0.25,0.556,0
697.679,0.83,0.259,0.535,0
697.7589999999999,0.81,0.246,0.541,0
697.8389999999998,0.812,0.24,0.541,0
697.919,0.8109999999999999,0.232,0.562,0
697.9989999999998,0.82,0.24,0.535,0
698.079,0.8220000000000001,0.246,0.542,0
698.159,0.812,0.235,0.541,0
698.2389999999998,0.8079999999999999,0.222,0.546,0
698.319,0.8370000000000001,0.221,0.531,0
698.3989999999999,0.8540000000000001,0.229,0.518,0
698.4789999999998,0.835,0.214,0.524,0
698.559,0.846,0.173,0.496,0
698.6389999999999,0.923,0.154,0.5539999999999999,0
698.7189999999998,0.965,0.139,0.595,0
698.799,0.929,0.019,0.479,0
698.8789999999998,0.89,-0.083,0.339,0
698.959,0.915,-0.108,0.309,0
699.039,0.915,-0.098,0.242,0
699.1189999999998,0.899,-0.134,0.181,0
699.199,0.941,-0.114,0.159,0
699.279,0.957,-0.147,0.028,0
699.3589999999998,0.923,-0.234,-0.027000000000000003,0
699.439,0.972,-0.15,-0.083,0
699.5189999999999,0.959,-0.197,-0.223,0
699.5989999999998,1.015,-0.096,-0.269,0
699.679,0.956,-0.104,-0.375,0
699.7589999999999,0.879,-0.136,-0.523,0
699.8389999999998,0.862,-0.091,-0.5760000000000001,0
699.919,0.932,-0.101,-0.465,0
699.9989999999998,0.925,-0.103,-0.443,0
