elapsed (s),x-axis (g),y-axis (g),z-axis (g),fall
215.68,0.03,-0.675,0.723,1
215.76,0.028,-0.6459999999999999,0.733,1
215.84,0.022,-0.654,0.742,0
215.92,0.024,-0.6409999999999999,0.753,0
216.0,-0.008,-0.624,0.7390000000000001,0
216.08,0.014,-0.629,0.777,0
216.16,0.008,-0.617,0.7809999999999999,0
216.24,-0.011,-0.581,0.7859999999999999,0
216.32,0.004,-0.57,0.792,0
216.4,0.017,-0.584,0.764,0
216.48,-0.012,-0.5870000000000001,0.8,0
216.56,-0.014,-0.586,0.772,0
216.64,-0.027000000000000003,-0.5770000000000001,0.8320000000000001,0
216.72,-0.08,-0.542,0.821,0
216.8,-0.104,-0.564,0.813,0
216.88,-0.041,-0.511,0.89,0
216.96,-0.08900000000000001,-0.365,0.924,0
217.04,-0.19,-0.488,0.8640000000000001,0
217.12,-0.371,-0.478,0.845,0
217.2,-0.521,-0.496,0.541,0
217.28,-0.615,-0.618,0.26,0
217.36,-0.6629999999999999,-0.486,0.255,0
217.44,-0.853,-0.383,0.063,0
217.52,-0.833,-0.417,-0.259,0
217.6,-1.021,-0.314,-0.273,0
217.68,-0.969,-0.279,-0.231,0
217.76,-0.965,-0.129,-0.039,0
217.84,-1.001,-0.14300000000000002,-0.138,0
217.92,-0.945,-0.115,-0.149,0
218.0,-0.936,-0.154,-0.219,0
218.08,-0.883,-0.14400000000000002,-0.26,0
218.16,-0.809,-0.117,-0.494,0
218.24,-0.67,-0.04,-0.65,0
218.32,-0.825,-0.101,-1.163,0
218.4,-0.7090000000000001,-0.083,-1.132,0
218.48,-0.388,-0.114,-1.031,0
218.56,-0.417,-0.228,-0.909,0
218.64,-0.411,-0.199,-0.992,0
218.72,-0.456,-0.047,-1.009,0
218.8,-0.235,-0.239,-0.733,0
218.88,-0.028,-0.438,-0.95,0
218.96,-0.158,-0.684,-0.908,0
219.04,-0.266,-0.578,-0.654,0
219.12,-0.052000000000000005,-0.423,-0.487,0
219.2,0.081,-0.413,-0.659,0
219.28,0.099,-0.434,-0.906,0
219.36,-0.099,-0.617,-1.052,0
219.44,-0.266,-0.63,-1.08,0
219.52,0.207,-0.465,-1.095,0
219.6,0.401,-0.423,-1.102,0
219.68,0.305,-0.442,-0.865,0
219.76,0.603,-0.364,-0.851,0
219.84,0.684,-0.16699999999999998,-0.7509999999999999,0
219.92,0.888,0.109,-0.648,0
220.0,0.7609999999999999,-0.013,-0.424,0
220.08,0.8059999999999999,-0.159,-0.344,0
220.16,0.765,-0.119,-0.424,0
220.24,0.7140000000000001,-0.264,-0.374,0
220.32,0.741,-0.212,-0.243,0
220.4,0.784,-0.17,-0.29600000000000004,0
220.48,0.914,-0.122,-0.463,0
220.56,1.2919999999999998,-0.09,-0.485,0
220.64,0.944,-0.446,-0.594,0
220.72,0.956,-0.581,-1.078,0
220.8,1.235,-0.607,-0.879,0
220.88,0.821,-0.375,-0.57,0
220.96,0.507,-0.35200000000000004,-0.664,0
221.04,0.452,-0.642,-0.8220000000000001,0
221.12,0.126,-0.7809999999999999,-0.6729999999999999,0
221.2,-0.019,-0.845,-0.521,0
221.28,-0.038,-0.7170000000000001,-0.374,0
221.36,-0.237,-0.603,-0.353,0
221.44,-0.268,-0.718,-0.147,0
221.52,-0.19,-0.7390000000000001,-0.106,0
221.6,-0.105,-0.665,-0.141,0
221.68,-0.067,-0.745,-0.101,0
221.76,0.045,-1.083,-0.068,0
221.84,0.297,-0.998,-0.14800000000000002,0
221.92,0.611,-0.863,-0.3670000000000001,0
222.0,0.428,-0.8170000000000001,-0.242,0
222.08,0.459,-0.77,-0.149,0
222.16,0.422,-0.812,-0.158,0
222.24,0.375,-0.8109999999999999,-0.14,0
222.32,0.342,-0.878,-0.123,0
222.4,0.316,-1.057,-0.11,0
222.48,0.34,-1.206,-0.19,0
222.56,0.163,-0.956,-0.391,0
222.64,0.157,-0.85,-0.35100000000000003,0
222.72,0.29,-0.866,-0.049,0
222.8,0.182,-0.747,-0.036000000000000004,0
222.88,0.177,-0.836,-0.037000000000000005,0
222.96,0.2,-0.942,-0.001,0
223.04,0.28800000000000003,-1.044,-0.053,0
223.12,0.486,-1.232,-0.135,0
223.2,0.428,-0.833,-0.214,0
223.28,0.389,-0.7609999999999999,-0.317,0
223.36,0.377,-0.87,-0.15,0
223.44,0.403,-0.742,-0.126,0
223.52,0.325,-0.862,-0.112,0
223.6,0.294,-0.893,-0.095,0
223.68,0.38,-1.099,-0.116,0
223.76,0.301,-1.244,-0.225,0
223.84,0.154,-0.687,-0.305,0
223.92,0.227,-0.905,-0.181,0
224.0,0.219,-0.8690000000000001,-0.08199999999999999,0
224.08,0.234,-0.8690000000000001,-0.09,0
224.16,0.265,-0.87,-0.085,0
224.24,0.303,-0.946,-0.141,0
224.32,0.423,-1.236,-0.222,0
224.4,0.45,-0.954,-0.13699999999999998,0
224.48,0.388,-0.578,-0.193,0
224.56,0.396,-0.979,-0.16699999999999998,0
224.64,0.359,-0.8740000000000001,-0.066,0
224.72,0.222,-0.821,-0.044,0
224.8,0.307,-0.862,0.015,0
224.88,0.447,-0.917,0.046,0
224.96,0.435,-1.3090000000000002,-0.061,0
225.04,0.315,-0.789,-0.134,0
225.12,0.379,-0.782,-0.209,0
225.2,0.423,-1.008,-0.07,0
225.28,0.235,-0.853,-0.071,0
225.36,0.292,-0.901,-0.087,0
225.44,0.298,-0.892,-0.173,0
225.52,0.242,-0.823,-0.226,0
225.6,0.219,-1.025,-0.173,0
225.68,0.116,-1.135,-0.127,0
225.76,0.421,-0.6859999999999999,-0.045,0
225.84,0.6829999999999999,-0.77,-0.107,0
225.92,0.56,-1.035,-0.118,0
226.0,0.475,-0.936,-0.126,0
226.08,0.396,-0.855,-0.197,0
226.16,0.438,-0.847,-0.092,0
226.24,0.43,-0.8340000000000001,0.021,0
226.32,0.317,-0.93,-0.098,0
226.4,0.239,-0.995,-0.056,0
226.48,0.132,-0.8959999999999999,0.027000000000000003,0
226.56,0.187,-0.797,0.054000000000000006,0
226.64,0.207,-1.169,0.051,0
226.72,0.188,-1.089,-0.019,0
226.8,0.193,-0.8009999999999999,-0.028,0
226.88,0.171,-0.941,-0.053,0
226.96,0.026,-1.02,-0.043,0
227.04,0.035,-0.97,0.05,0
227.12,0.18,-1.035,0.017,0
227.2,0.222,-0.965,0.005,0
227.28,0.206,-0.7759999999999999,0.015,0
227.36,0.294,-0.8540000000000001,-0.003,0
227.44,0.449,-0.961,-0.047,0
227.52,0.342,-1.085,-0.014,0
227.6,0.406,-0.87,-0.02,0
227.68,0.454,-0.8959999999999999,-0.083,0
227.76,0.408,-0.845,-0.061,0
227.84,0.43,-0.831,-0.086,0
227.92,0.37,-0.945,-0.073,0
228.0,0.411,-0.924,-0.016,0
228.08,0.458,-0.877,-0.01,0
228.16,0.4,-0.941,-0.002,0
228.24,0.29100000000000004,-0.917,-0.015,0
228.32,0.254,-0.963,-0.058,0
228.4,0.248,-0.915,-0.09,0
228.48,0.21,-0.892,-0.096,0
228.56,0.122,-1.012,-0.111,0
228.64,0.163,-0.957,-0.067,0
228.72,0.194,-0.8959999999999999,-0.076,0
228.8,0.201,-0.949,-0.06,0
228.88,0.209,-0.932,-0.07400000000000001,0
228.96,0.315,-1.009,-0.101,0
229.04,0.396,-1.087,-0.112,0
229.12,0.349,-0.923,-0.133,0
229.2,0.344,-0.72,-0.203,0
229.28,0.392,-0.931,-0.213,0
229.36,0.318,-0.918,-0.104,0
229.44,0.333,-0.851,-0.08800000000000001,0
229.52,0.324,-0.889,-0.096,0
229.6,0.321,-0.873,-0.11,0
229.68,0.348,-1.074,-0.08800000000000001,0
229.76,0.305,-1.146,-0.133,0
229.84,0.175,-0.838,-0.14300000000000002,0
229.92,0.108,-0.722,-0.209,0
230.0,0.142,-1.098,-0.191,0
230.08,0.223,-0.915,-0.061,0
230.16,0.209,-0.868,-0.045,0
230.24,0.183,-0.932,-0.024,0
230.32,0.194,-0.943,-0.026,0
230.4,0.3,-1.043,-0.019,0
230.48,0.438,-1.055,-0.052000000000000005,0
230.56,0.28,-0.908,-0.102,0
230.64,0.235,-0.7859999999999999,-0.14400000000000002,0
230.72,0.3670000000000001,-1.088,-0.156,0
230.8,0.22,-0.879,-0.002,0
230.88,0.363,-0.856,-0.008,0
230.96,0.232,-0.924,-0.077,0
231.04,0.226,-0.913,-0.023,0
231.12,0.329,-0.964,-0.015,0
231.2,0.29600000000000004,-0.96,-0.04,0
231.28,0.239,-1.064,-0.061,0
231.36,0.214,-0.908,-0.108,0
231.44,0.227,-0.8490000000000001,-0.163,0
231.52,0.179,-0.917,-0.155,0
231.6,0.145,-1.046,-0.14800000000000002,0
231.68,0.085,-0.98,-0.16699999999999998,0
231.76,-0.057,-0.968,-0.212,0
231.84,0.063,-0.974,-0.225,0
231.92,0.093,-0.887,-0.111,0
232.0,0.073,-0.974,-0.014,0
232.08,0.107,-1.027,-0.024,0
232.16,0.206,-0.952,-0.065,0
232.24,0.275,-0.935,-0.101,0
232.32,0.381,-0.856,0.006,0
232.4,0.416,-0.991,-0.04,0
232.48,0.371,-0.833,-0.07400000000000001,0
232.56,0.393,-0.8340000000000001,-0.076,0
232.64,0.333,-0.889,-0.02,0
232.72,0.307,-0.984,-0.093,0
232.8,0.362,-1.005,-0.161,0
232.88,0.33,-1.089,-0.19,0
232.96,0.17800000000000002,-0.8540000000000001,-0.266,0
233.04,0.223,-0.8759999999999999,-0.159,0
233.12,0.233,-0.97,-0.09,0
233.2,0.161,-0.7909999999999999,-0.095,0
233.28,0.16699999999999998,-0.924,-0.017,0
233.36,0.214,-0.983,-0.027000000000000003,0
233.44,0.315,-1.067,-0.155,0
233.52,0.434,-1.132,-0.174,0
233.6,0.389,-0.698,-0.147,0
233.68,0.32299999999999995,-0.799,-0.239,0
233.76,0.386,-0.893,-0.085,0
233.84,0.431,-0.843,-0.087,0
233.92,0.409,-0.866,-0.112,0
234.0,0.354,-0.966,-0.083,0
234.08,0.374,-1.206,-0.084,0
234.16,0.344,-0.887,-0.177,0
234.24,0.285,-0.6940000000000001,-0.115,0
234.32,0.312,-1.014,-0.184,0
234.4,0.298,-0.908,-0.104,0
234.48,0.276,-0.855,-0.147,0
234.56,0.233,-0.86,-0.19,0
234.64,0.289,-0.802,-0.21,0
234.72,0.391,-0.978,-0.278,0
234.8,0.314,-0.965,-0.257,0
234.88,0.632,-0.779,-0.242,0
234.96,0.527,-0.889,-0.21600000000000005,0
235.04,0.557,-0.8440000000000001,-0.188,0
235.12,0.527,-0.813,-0.209,0
235.2,0.45,-0.8240000000000001,-0.184,0
235.28,0.46,-0.823,-0.157,0
235.36,0.489,-0.8240000000000001,-0.129,0
235.44,0.471,-0.86,-0.138,0
235.52,0.381,-0.982,-0.117,0
235.6,0.254,-0.8540000000000001,-0.139,0
235.68,0.266,-0.91,-0.133,0
235.76,0.213,-0.969,-0.085,0
235.84,0.181,-1.005,-0.1,0
235.92,0.188,-0.878,-0.069,0
236.0,0.16399999999999998,-0.976,-0.024,0
236.08,0.145,-0.968,-0.033,0
236.16,0.191,-0.906,-0.114,0
236.24,0.242,-0.909,-0.092,0
236.32,0.301,-1.051,-0.078,0
236.4,0.345,-1.102,-0.114,0
236.48,0.35100000000000003,-0.812,-0.122,0
236.56,0.396,-0.779,-0.222,0
236.64,0.403,-0.99,-0.183,0
236.72,0.361,-0.8240000000000001,-0.091,0
236.8,0.396,-0.8109999999999999,-0.13699999999999998,0
236.88,0.392,-0.853,-0.11,0
236.96,0.3670000000000001,-0.927,-0.11,0
237.04,0.34700000000000003,-1.134,-0.16899999999999998,0
237.12,0.324,-1.035,-0.247,0
237.2,0.173,-0.785,-0.247,0
237.28,0.168,-0.88,-0.223,0
237.36,0.242,-0.969,-0.086,0
237.44,0.191,-0.88,-0.034,0
237.52,0.118,-0.949,-0.014,0
237.6,0.093,-0.892,-0.026,0
237.68,0.258,-0.939,-0.08199999999999999,0
237.76,0.343,-1.028,-0.053,0
237.84,0.273,-1.035,-0.052000000000000005,0
237.92,0.305,-0.951,-0.057,0
238.0,0.4,-0.813,-0.171,0
238.08,0.419,-0.855,-0.226,0
238.16,0.399,-0.8959999999999999,-0.16899999999999998,0
238.24,0.353,-0.856,-0.086,0
238.32,0.442,-0.893,-0.102,0
238.4,0.374,-0.868,-0.22,0
238.48,0.396,-0.8809999999999999,-0.244,0
238.56,0.332,-1.063,-0.29100000000000004,0
238.64,0.306,-0.956,-0.294,0
238.72,0.25,-0.851,-0.254,0
238.8,0.224,-0.8490000000000001,-0.227,0
238.88,0.153,-0.904,-0.25,0
238.96,0.064,-1.006,-0.161,0
239.04,0.06,-0.938,-0.08199999999999999,0
239.12,0.078,-0.853,-0.08800000000000001,0
239.2,0.07400000000000001,-0.957,-0.145,1
239.28,0.158,-0.994,-0.123,1
239.36,0.298,-1.026,-0.077,1
239.44,0.328,-0.828,-0.087,1
239.52,0.353,-0.884,-0.21,1
239.6,0.321,-0.998,-0.182,1
239.68,0.379,-0.9,-0.101,1
239.76,0.407,-0.862,-0.129,1
239.84,0.412,-0.873,-0.141,1
239.92,0.39,-0.8809999999999999,-0.124,1
240.0,0.383,-0.898,-0.123,1
240.08,0.371,-0.994,-0.129,1
240.16,0.361,-1.007,-0.16899999999999998,1
240.24,0.285,-0.955,-0.205,1
240.32,0.104,-0.8390000000000001,-0.242,1
240.4,0.183,-0.906,-0.222,1
240.48,0.21,-0.939,-0.14400000000000002,1
240.56,0.22,-0.865,-0.079,1
240.64,0.211,-0.87,-0.053,1
240.72,0.16399999999999998,-0.892,-0.081,1
240.8,0.203,-0.93,-0.039,1
240.88,0.251,-0.894,0.049,1
240.96,0.44,-0.787,0.16399999999999998,1
241.04,0.563,-0.409,0.214,1
241.12,1.061,-0.758,-0.023,1
241.2,0.812,-1.124,-0.248,1
241.28,-0.129,-0.179,-0.4,1
241.36,-0.222,0.154,-0.772,1
241.44,0.394,-0.62,-0.695,1
241.52,1.25,-0.395,-1.103,1
241.6,1.061,-0.09,-1.938,1
241.68,0.823,0.409,0.192,1
241.76,1.251,0.32299999999999995,1.48,1
241.84,1.709,-0.629,0.527,1
241.92,0.743,-1.081,0.746,1
242.0,0.32,-0.5920000000000001,0.8270000000000001,1
242.08,0.55,-0.7879999999999999,0.6,1
242.16,0.498,-0.606,0.46,1
242.24,0.402,-0.727,0.599,1
242.32,0.43,-0.684,0.629,1
242.4,0.388,-0.667,0.626,1
242.48,0.438,-0.639,0.509,1
242.56,0.628,-0.66,0.375,1
242.64,0.632,-0.635,0.494,1
242.72,0.6890000000000001,-0.597,0.466,1
242.8,0.628,-0.6629999999999999,0.484,1
242.88,0.5489999999999999,-0.61,0.51,1
242.96,0.617,-0.606,0.477,1
243.04,0.606,-0.6409999999999999,0.47,1
243.12,0.583,-0.615,0.4970000000000001,1
243.2,0.606,-0.608,0.493,1
243.28,0.596,-0.611,0.479,1
243.36,0.61,-0.568,0.508,1
243.44,0.643,-0.515,0.588,1
243.52,0.64,-0.498,0.579,1
243.6,0.6459999999999999,-0.483,0.59,1
243.68,0.634,-0.471,0.606,1
243.76,0.632,-0.483,0.599,0
243.84,0.628,-0.484,0.594,0
243.92,0.627,-0.479,0.6,0
244.0,0.625,-0.481,0.595,0
244.08,0.631,-0.508,0.591,0
244.16,0.611,-0.535,0.552,0
244.24,0.635,-0.508,0.579,0
244.32,0.626,-0.443,0.5579999999999999,0
244.4,0.63,-0.562,0.536,0
244.48,0.624,-0.575,0.552,0
244.56,0.595,-0.502,0.5670000000000001,0
244.64,0.6459999999999999,-0.513,0.58,0
244.72,0.6579999999999999,-0.53,0.56,0
244.8,0.606,-0.512,0.575,0
244.88,0.6459999999999999,-0.545,0.57,0
244.96,0.632,-0.542,0.5720000000000001,0
245.04,0.61,-0.504,0.5770000000000001,0
245.12,0.599,-0.507,0.547,0
245.2,0.601,-0.504,0.552,0
245.28,0.6579999999999999,-0.524,0.535,0
245.36,0.701,-0.476,0.537,0
245.44,0.7509999999999999,-0.45,0.499,0
245.52,0.774,-0.402,0.475,0
245.6,0.782,-0.406,0.4370000000000001,0
245.68,0.809,-0.383,0.403,0
245.76,0.855,-0.353,0.377,0
245.84,0.926,-0.31,0.35700000000000004,0
245.92,0.988,-0.246,0.264,0
246.0,1.0759999999999998,-0.173,0.208,0
246.08,1.11,-0.14300000000000002,0.208,0
246.16,1.029,-0.17,0.077,0
246.24,0.944,-0.145,0.003,0
246.32,0.95,-0.153,-0.044,0
246.4,0.944,-0.084,-0.085,0
246.48,0.883,-0.027000000000000003,-0.192,0
246.56,0.923,0.014,-0.242,0
246.64,0.871,0.044,-0.239,0
246.72,0.835,0.06,-0.285,0
246.8,0.91,0.125,-0.36,0
246.88,1.032,0.2,-0.428,0
246.96,1.029,0.16,-0.617,0
247.04,0.7879999999999999,0.146,-0.406,0
247.12,0.78,0.081,-0.444,0
247.2,0.879,0.158,-0.483,0
247.28,0.883,0.328,-0.476,0
247.36,0.883,0.488,-0.41,0
247.44,0.904,0.615,-0.416,0
247.52,0.8420000000000001,0.449,-0.5,0
247.6,1.002,0.396,-0.584,0
247.68,1.089,-0.153,-1.101,0
247.76,0.879,-0.334,-0.639,0
247.84,0.929,0.01,-0.31,0
247.92,0.843,0.022,-0.282,0
248.0,0.921,-0.194,-0.476,0
248.08,1.102,-0.3,-0.48,0
248.16,0.8540000000000001,-0.302,-0.3,0
248.24,0.627,-0.403,-0.4,0
248.32,0.6659999999999999,-0.401,-0.35100000000000003,0
248.4,0.629,-0.35200000000000004,-0.342,0
248.48,0.5489999999999999,-0.358,-0.289,0
248.56,0.509,-0.447,-0.415,0
248.64,0.6579999999999999,-0.63,-0.804,0
248.72,0.614,-0.8170000000000001,-0.7240000000000001,0
248.8,0.319,-0.917,-0.501,0
248.88,0.166,-0.7879999999999999,-0.677,0
248.96,0.212,-0.882,-0.995,0
249.04,0.174,-0.929,-0.884,0
249.12,0.044,-0.852,-0.754,0
249.2,-0.07400000000000001,-0.715,-0.7829999999999999,0
249.28,-0.106,-0.6459999999999999,-0.772,0
249.36,-0.171,-0.708,-0.637,0
249.44,-0.182,-0.743,-0.512,0
249.52,-0.124,-0.733,-0.401,0
249.6,-0.211,-0.726,-0.29100000000000004,0
249.68,-0.152,-0.701,-0.392,0
249.76,0.026,-0.716,-0.359,0
249.84,0.166,-0.925,-0.195,0
249.92,0.34,-1.0759999999999998,-0.017,0
250.0,0.18,-0.8740000000000001,-0.177,0
250.08,0.337,-0.853,-0.237,0
250.16,0.376,-0.8270000000000001,-0.172,0
250.24,0.305,-0.757,-0.127,0
250.32,0.29100000000000004,-0.836,-0.146,0
250.4,0.421,-1.007,-0.194,0
250.48,0.505,-1.209,-0.213,0
250.56,0.209,-0.955,-0.387,0
250.64,0.112,-0.835,-0.469,0
250.72,0.273,-0.852,-0.096,0
250.8,0.188,-0.733,-0.112,0
250.88,0.223,-0.86,-0.124,0
250.96,0.29100000000000004,-0.991,-0.09,0
251.04,0.35,-1.121,-0.132,0
251.12,0.472,-1.158,-0.302,0
251.2,0.474,-0.733,-0.305,0
251.28,0.434,-0.742,-0.32299999999999995,0
251.36,0.289,-0.826,-0.232,0
251.44,0.262,-0.7659999999999999,-0.181,0
251.52,0.272,-0.875,-0.125,0
251.6,0.247,-0.99,-0.075,0
251.68,0.269,-1.227,-0.152,0
251.76,0.251,-1.003,-0.27,0
251.84,0.159,-0.7140000000000001,-0.378,0
251.92,0.311,-0.86,-0.146,0
252.0,0.229,-0.8240000000000001,-0.125,0
252.08,0.261,-0.8640000000000001,-0.115,0
252.16,0.302,-0.8690000000000001,-0.094,0
252.24,0.3720000000000001,-1.051,-0.146,0
252.32,0.51,-1.229,-0.198,0
252.4,0.431,-0.828,-0.207,0
252.48,0.404,-0.718,-0.258,0
252.56,0.348,-0.868,-0.224,0
252.64,0.297,-0.752,-0.163,0
252.72,0.361,-0.8440000000000001,-0.174,0
252.8,0.354,-0.882,-0.121,0
252.88,0.341,-0.991,-0.149,0
252.96,0.349,-1.352,-0.293,0
253.04,0.113,-0.741,-0.331,0
253.12,0.193,-0.8059999999999999,-0.304,0
253.2,0.255,-0.903,-0.16899999999999998,0
253.28,0.222,-0.7929999999999999,-0.114,0
253.36,0.233,-0.89,-0.091,0
253.44,0.27,-0.931,-0.12,0
253.52,0.408,-1.129,-0.14,0
253.6,0.449,-1.09,-0.187,0
253.68,0.368,-0.636,-0.257,0
253.76,0.421,-0.87,-0.29600000000000004,0
253.84,0.365,-0.875,-0.175,0
253.92,0.396,-0.815,-0.16699999999999998,0
254.0,0.4,-0.8540000000000001,-0.139,0
254.08,0.4270000000000001,-0.851,-0.077,0
254.16,0.312,-1.071,-0.09,0
254.24,0.302,-1.198,-0.093,0
254.32,0.219,-0.774,-0.013,0
254.4,0.249,-0.7390000000000001,-0.061,0
254.48,0.332,-1.105,-0.059,0
254.56,0.308,-0.877,-0.035,0
254.64,0.318,-0.846,-0.07200000000000001,0
254.72,0.29100000000000004,-0.927,-0.134,0
254.8,0.293,-0.8420000000000001,-0.209,0
254.88,0.342,-0.976,-0.233,0
254.96,0.3,-1.0759999999999998,-0.185,0
255.04,0.341,-0.755,-0.112,0
255.12,0.458,-0.799,-0.1,0
255.2,0.535,-0.969,-0.103,0
255.28,0.473,-0.879,-0.081,0
255.36,0.443,-0.8859999999999999,-0.095,0
255.44,0.421,-0.9,-0.076,0
255.52,0.394,-0.872,-0.053,0
255.6,0.36,-0.89,-0.047,0
255.68,0.341,-0.923,-0.009000000000000001,0
255.76,0.292,-1.043,0.018000000000000002,0
255.84,0.211,-0.944,0.023,0
255.92,0.226,-0.914,-0.002,0
256.0,0.195,-0.8859999999999999,0.001,0
256.08,0.125,-0.977,-0.029,0
256.16,0.112,-0.974,-0.058,0
256.24,0.124,-0.924,-0.059,0
256.32,0.16699999999999998,-0.951,-0.046,0
256.4,0.175,-0.938,-0.038,0
256.48,0.196,-0.939,-0.081,0
256.56,0.271,-1.008,-0.075,0
256.64,0.35100000000000003,-1.0759999999999998,-0.083,0
256.72,0.318,-0.966,-0.136,0
256.8,0.274,-0.831,-0.155,0
256.88,0.373,-0.774,-0.215,0
256.96,0.335,-1.001,-0.215,0
257.04,0.354,-0.862,-0.106,0
257.12,0.417,-0.851,-0.065,0
257.2,0.361,-0.911,-0.108,0
257.28,0.345,-0.89,-0.103,0
257.36,0.373,-0.898,-0.106,0
257.44,0.371,-0.931,-0.115,0
257.52,0.36,-1.067,-0.147,0
257.6,0.334,-1.005,-0.179,0
257.68,0.234,-0.8290000000000001,-0.155,0
257.76,0.187,-0.8079999999999999,-0.166,0
257.84,0.208,-1.038,-0.136,0
257.92,0.238,-0.958,-0.052000000000000005,0
258.0,0.204,-0.8959999999999999,-0.044,0
258.08,0.172,-0.949,-0.037000000000000005,0
258.16,0.195,-0.904,-0.016,0
258.24,0.253,-0.983,-0.015,0
258.32,0.277,-1.026,-0.038,0
258.4,0.345,-0.977,-0.094,0
258.48,0.317,-0.883,-0.054000000000000006,0
258.56,0.27,-0.768,-0.104,0
258.64,0.377,-0.956,-0.11,1
258.72,0.353,-0.931,-0.055,1
258.8,0.321,-0.825,-0.05,1
258.88,0.35100000000000003,-0.915,-0.017,1
258.96,0.375,-0.87,-0.044,1
259.04,0.383,-1.104,-0.084,1
259.12,0.333,-1.188,-0.174,1
259.2,0.117,-0.785,-0.219,1
259.28,0.153,-0.846,-0.181,1
259.36,0.215,-0.97,-0.085,1
259.44,0.17,-0.89,-0.028,1
259.52,0.197,-0.865,0.011,1
259.6,0.252,-0.8859999999999999,0.039,1
259.68,0.267,-1.005,-0.005,1
259.76,0.353,-1.127,-0.04,1
259.84,0.371,-1.051,-0.13,1
259.92,0.35200000000000004,-0.7340000000000001,-0.194,1
260.0,0.349,-0.899,-0.232,1
260.08,0.275,-0.852,-0.107,1
260.16,0.329,-0.924,-0.17,1
260.24,0.35600000000000004,-0.909,-0.227,1
260.32,0.294,-0.8809999999999999,-0.15,1
260.4,0.21,-0.8759999999999999,-0.043,1
260.48,0.247,-1.097,-0.026,1
260.56,0.217,-0.929,-0.12,1
260.64,0.162,-0.816,-0.184,1
260.72,0.027000000000000003,-0.72,-0.256,1
260.8,0.235,-0.887,-0.225,1
260.88,0.654,-0.765,-0.025,1
260.96,0.617,-0.544,0.041,1
261.04,0.376,-0.489,-0.196,1
261.12,0.271,-0.608,-0.474,1
261.2,-0.128,-0.319,-0.6,1
261.28,-0.054000000000000006,0.006,-0.607,1
261.36,0.024,-0.024,-0.91,1
261.44,1.159,-0.302,-2.837,1
261.52,-0.55,-0.414,-2.435,1
261.6,0.67,1.083,-0.464,1
261.68,0.913,-0.101,-1.485,1
261.76,0.731,0.499,-1.25,1
261.84,0.6940000000000001,0.395,-0.685,1
261.92,0.657,0.28300000000000003,-0.802,1
262.0,0.919,0.182,-0.6729999999999999,1
262.08,0.69,0.188,-0.66,1
262.16,0.774,-0.096,-0.657,1
262.24,0.7020000000000001,-0.255,-0.716,1
262.32,0.778,-0.231,-0.7170000000000001,1
262.4,0.843,-0.151,-0.595,1
262.48,0.706,0.019,-0.5,1
262.56,0.708,0.047,-0.536,1
262.64,0.973,-0.042,-0.5870000000000001,1
262.72,0.887,-0.092,-0.468,1
262.8,0.79,-0.08,-0.6509999999999999,1
262.88,0.8690000000000001,-0.09,-0.5760000000000001,0
262.96,0.8190000000000001,-0.08199999999999999,-0.5920000000000001,0
263.04,0.818,-0.057,-0.5329999999999999,0
263.12,0.857,-0.063,-0.526,0
263.2,0.8540000000000001,-0.08199999999999999,-0.5710000000000001,0
263.28,0.868,-0.129,-0.6,0
263.36,0.893,-0.172,-0.569,0
263.44,0.742,-0.15,-0.632,0
263.52,0.7020000000000001,-0.2,-0.701,0
263.6,0.8029999999999999,-0.232,-0.555,0
263.68,0.764,-0.183,-0.52,0
263.76,0.8540000000000001,-0.154,-0.411,0
263.84,0.909,-0.17600000000000002,-0.45,0
263.92,0.895,-0.14800000000000002,-0.423,0
264.0,1.021,-0.036000000000000004,-0.368,0
264.08,0.779,-0.205,-0.3720000000000001,0
264.16,0.8029999999999999,-0.301,-0.379,0
264.24,0.911,-0.16,-0.417,0
264.32,0.91,-0.049,-0.463,0
264.4,0.866,-0.01,-0.542,0
264.48,0.8390000000000001,0.0,-0.495,0
264.56,0.885,0.08800000000000001,-0.507,0
264.64,0.934,0.15,-0.5429999999999999,0
264.72,0.853,0.277,-0.57,0
264.8,0.703,0.457,-0.6890000000000001,0
264.88,0.87,-0.28300000000000003,-0.733,0
264.96,0.966,-0.344,-1.048,0
265.04,0.767,0.006999999999999999,-1.253,0
265.12,0.581,-0.114,-1.351,0
265.2,0.843,-0.212,-0.674,0
265.28,0.35,-0.769,-1.5319999999999998,0
265.36,-0.14300000000000002,-0.459,-0.847,0
265.44,0.062,-0.58,-0.893,0
265.52,-0.136,-0.616,-0.7509999999999999,0
265.6,0.237,-0.643,-0.557,0
265.68,0.07200000000000001,-0.713,-0.401,0
265.76,-0.377,-0.927,-0.316,0
265.84,-0.716,-0.908,-0.282,0
265.92,-0.6559999999999999,-0.942,-0.433,0
266.0,-0.535,-0.768,-0.196,0
266.08,-0.472,-0.75,-0.17,0
266.16,-0.4320000000000001,-0.723,-0.328,0
266.24,-0.252,-0.7040000000000001,0.025,0
266.32,-0.28600000000000003,-0.769,0.159,0
266.4,-0.32299999999999995,-0.809,0.015,0
266.48,-0.248,-0.879,0.041,0
266.56,-0.189,-0.904,0.034,0
266.64,-0.121,-0.907,0.0,0
266.72,0.026,-0.914,-0.033,0
266.8,0.044,-0.953,-0.08900000000000001,0
266.88,-0.141,-1.193,-0.46,0
266.96,0.032,-1.105,-0.698,0
267.04,0.076,-1.219,-0.915,0
